dbr:Little_Cop	wd:Q13618766
dbr:H_u00F8_je_Taastrup_station	wd:Q3505023
dbr:Final_Fantasy_XIV_u003A__A_Realm_Reborn	wd:Q5449393
dbr:Vic	wd:Q13855
dbr:Blackmore_u0027_s_Night	wd:Q735023
dbr:Secret_People__u0028_film_u0029_	wd:Q1106157
dbr:Age_of_Empires_u003A__Castle_Siege	wd:Q18119586
dbr:Alfred_Zeisler	wd:Q78298
dbr:Rick_Ross	wd:Q297831
dbr:Nick_Lowe	wd:Q962095
dbr:John_the_Baptist	wd:Q40662
dbr:The_Human_Factor__u0028_1963_The_Outer_Limits_u0029_	wd:Q4508603
dbr:Paul_Doughty_Bartlett	wd:Q1722334
dbr:Toto__u0028_band_u0029_	wd:Q207472
dbr:The_Real_Macaw__u0028_film_u0029_	wd:Q7759609
dbr:Colorado_Rockies__u0028_NHL_u0029_	wd:Q868358
dbr:Skovlunde_station	wd:Q7536502
dbr:Polaris__u0028_novel_u0029_	wd:Q7209119
dbr:University_of_Nebraska_u2013_Lincoln	wd:Q1353679
dbr:Everything__u0028_Faye_Wong_album_u0029_	wd:Q3061533
dbr:Brick_by_Boring_Brick	wd:Q727224
dbr:Fundamental__u0028_Puya_album_u0029_	wd:Q5508933
dbr:Gina_Lollobrigida	wd:Q56009
dbr:Aristotle	wd:Q868
dbr:To_Sleep_with_Anger	wd:Q7811124
dbr:Richard_Marks	wd:Q976609
dbr:Cosmopterix_nonna	wd:Q16981076
dbr:Namak_Halaal	wd:Q6961222
dbr:The_Zoot_Cat	wd:Q4051378
dbr:Xujiadian	wd:Q11070496
dbr:High_School_High	wd:Q1302821
dbr:Alick_Isaacs	wd:Q515315
dbr:Devi_Sri_Prasad	wd:Q3523638
dbr:Anurag_Kashyap	wd:Q2839609
dbr:Nadhi__u0028_film_u0029_	wd:Q6957656
dbr:Death_at_a_Funeral__u0028_2010_film_u0029_	wd:Q1508378
dbr:T_u00E4_schhorn	wd:Q30408
dbr:Hashtrud_County	wd:Q929127
dbr:Mission_u003A__Impossible_III	wd:Q288173
dbr:The_Clergyman	wd:Q7435072
dbr:The_Lost_Trailers	wd:Q7748756
dbr:Exeter_College_u002C__Oxford	wd:Q81173
dbr:Neapolitan_Turk	wd:Q377924
dbr:Otto_Bertram	wd:Q92403
dbr:Rockstar_Games	wd:Q94912
dbr:Blanche_Sweet	wd:Q267718
dbr:Yangtse_Incident_u003A__The_Story_of_H_u002E_M_u002E_S_u002E__Amethyst	wd:Q8048656
dbr:Jeanius	wd:Q6171987
dbr:East_Japan_Railway_Company	wd:Q499071
dbr:Leo_Tolstoy	wd:Q7243
dbr:Mr_u002E__Bhatti_on_Chutti	wd:Q6928428
dbr:Thomas_Andrews__u0028_scientist_u0029_	wd:Q500440
dbr:Otello_Martelli	wd:Q506106
dbr:The_End_of_Violence	wd:Q451250
dbr:The_Lamb_u002C__the_Woman_u002C__the_Wolf	wd:Q16252325
dbr:New_Zealand_general_election_u002C__1943	wd:Q7016133
dbr:Techno	wd:Q170611
dbr:U2	wd:Q396
dbr:What_These_Bitches_Want	wd:Q7991382
dbr:Saint_Petersburg_Metro	wd:Q250225
dbr:The_Arrangement__u0028_1969_film_u0029_	wd:Q1167169
dbr:Bindaas	wd:Q4913971
dbr:Grave_u002C__Netherlands	wd:Q9839
dbr:Handcream_for_a_Generation	wd:Q5647341
dbr:Lee_Mendelson	wd:Q6514528
dbr:Denver_Nuggets	wd:Q162954
dbr:Qayamat	wd:Q7267210
dbr:BNA_Records	wd:Q4836116
dbr:Harry_Schmidt__u0028_pentathlete_u0029_	wd:Q5672238
dbr:Paris_u2013_Mulhouse_railway	wd:Q779381
dbr:Yuvan_Shankar_Raja	wd:Q1387724
dbr:Geneva	wd:Q71
dbr:Star_Command_u003A__Revolution	wd:Q7600679
dbr:James_Mendeika	wd:Q16234021
dbr:9AM_in_Dallas	wd:Q4646355
dbr:Disney_Channel	wd:Q178837
dbr:Vladimir_Veremeenko	wd:Q1355070
dbr:Like_Mike	wd:Q1752897
dbr:United_and_Alternative_Left	wd:Q432608
dbr:Ellery_Queen	wd:Q586362
dbr:Sjenica	wd:Q994217
dbr:Ya_u0027_qub_ibn_al_u002D_Layth_al_u002D_Saffar	wd:Q45261
dbr:Andrew_Yao	wd:Q62888
dbr:The_Silver_Branch__u0028_Sutcliff_novel_u0029_	wd:Q7764267
dbr:Mary_Nolan	wd:Q3296226
dbr:Underground_Ernie	wd:Q7883637
dbr:Summer_Night_City	wd:Q590220
dbr:Dominic_Meier	wd:Q1237620
dbr:Wavin_u0027__Flag	wd:Q313777
dbr:In_a_World_Where_the_Kings_Are_Employers	wd:Q1032397
dbr:Let_u0027_s_Make_Love__u0028_song_u0029_	wd:Q6532487
dbr:Willie_Havenga	wd:Q10471296
dbr:The_Domes_of_Pico	wd:Q7730600
dbr:Beach_Blanket_Bingo	wd:Q4875682
dbr:Corporate_America__u0028_album_u0029_	wd:Q2288775
dbr:Microsoft_Train_Simulator_2	wd:Q4431947
dbr:Footloose__u0028_2011_film_u0029_	wd:Q1197869
dbr:Chance__u0028_Big_Country_song_u0029_	wd:Q5070699
dbr:Evelyn_Denington_u002C__Baroness_Denington	wd:Q2693526
dbr:11_u002F_11_u002F_11__u0028_Keith_Allan_film_u0029_	wd:Q1310131
dbr:Talladega_Nights_u003A__The_Ballad_of_Ricky_Bobby	wd:Q1421593
dbr:Nothing_Important_Happened_Today	wd:Q7062768
dbr:The_Prisoner_of_Shark_Island	wd:Q1193757
dbr:Dimebag_Darrell	wd:Q311050
dbr:Son_of_Godzilla	wd:Q1444768
dbr:Calvinism	wd:Q101849
dbr:Arabian_Adventure	wd:Q1659336
dbr:Pinda_Vicho_Pinda_Sunida	wd:Q21646858
dbr:Greatest_Hits__u0028_Tupac_Shakur_album_u0029_	wd:Q847697
dbr:She_u0027_s_All_That	wd:Q464584
dbr:Fariba_Rezayee	wd:Q462645
dbr:Let_u0027_s_Have_a_Riot	wd:Q3688872
dbr:Khalnayak	wd:Q3111804
dbr:Boom_Town__u0028_film_u0029_	wd:Q1193014
dbr:Beside_You__u0028_Van_Morrison_song_u0029_	wd:Q4896274
dbr:White_Lies__u0028_Paul_van_Dyk_song_u0029_	wd:Q4053111
dbr:Macmillan_Publishers	wd:Q2108217
dbr:A_Stolen_Life__u0028_1946_film_u0029_	wd:Q747245
dbr:John_R_u002E__Conniff	wd:Q15998946
dbr:Justin_Timberlake	wd:Q43432
dbr:You_Belong_to_Me__u0028_1941_film_u0029_	wd:Q3541722
dbr:Examination_Day	wd:Q5419288
dbr:Nicholas_Hoult	wd:Q298347
dbr:Gary_Lineker	wd:Q47778
dbr:Taylor_Swift	wd:Q26876
dbr:I_Knew_Her_Well	wd:Q442390
dbr:Norbert_Brodine	wd:Q970432
dbr:Bertoldo_u002C__Bertoldino_e_Cacasenno	wd:Q3638932
dbr:The_Big_Kahuna__u0028_film_u0029_	wd:Q484951
dbr:Sharaabi	wd:Q7489351
dbr:The_Prince_and_the_Pauper__u0028_1937_film_u0029_	wd:Q2628907
dbr:47_Rojulu	wd:Q4638512
dbr:Tia_Carrere	wd:Q286570
dbr:Harvard_Medical_School	wd:Q49121
dbr:The_Wonderful_World_of_the_Brothers_Grimm	wd:Q1217650
dbr:Motorama__u0028_film_u0029_	wd:Q1961982
dbr:Queen__u0028_band_u0029_	wd:Q15862
dbr:James_Cagney	wd:Q94041
dbr:Amherst_College	wd:Q49165
dbr:Edie_McClurg	wd:Q262738
dbr:Newgrange__u0028_song_u0029_	wd:Q7018062
dbr:Vesna_Pe_u0161_i_u0107_	wd:Q1253326
dbr:Ashok_Kumar	wd:Q3899724
dbr:Actor_u0027_s_and_Sin	wd:Q4677708
dbr:Jaco_Pastorius	wd:Q211136
dbr:What_u0027_s_Love_Got_to_Do_with_It__u0028_song_u0029_	wd:Q2300404
dbr:Giovanni_Battista_Borghesi	wd:Q3106939
dbr:Wilhelm_Trendelenburg	wd:Q88237
dbr:Michael_Caine	wd:Q123351
dbr:Rob_Valicevic	wd:Q1390758
dbr:Apocalypse_Now_Redux	wd:Q3620669
dbr:The_Boys_from_Syracuse__u0028_film_u0029_	wd:Q1345912
dbr:Thanks_a_Lot	wd:Q7710550
dbr:Key_West__u0028_TV_series_u0029_	wd:Q3814874
dbr:The_Courtship_of_Stewie_u0027_s_Father	wd:Q980824
dbr:Vladimir_Denisov__u0028_ice_hockey_u0029_	wd:Q771395
dbr:Honeysuckle_Rose__u0028_album_u0029_	wd:Q5893954
dbr:Pretty_Little_Head__u0028_song_u0029_	wd:Q6142081
dbr:The_Mummy_u003A__Tomb_of_the_Dragon_Emperor	wd:Q240713
dbr:Phenom__u0028_song_u0029_	wd:Q7181373
dbr:Robert_Foxworth	wd:Q2063709
dbr:Opal_Tometi	wd:Q19885291
dbr:Bay_of_Quinte_Yacht_Club	wd:Q4874231
dbr:Blowback__u0028_film_u0029_	wd:Q450392
dbr:Cleopatra_Jones_and_the_Casino_of_Gold	wd:Q1100501
dbr:Scandal_Makers	wd:Q491105
dbr:Jump_the_Shark__u0028_The_X_u002D_Files_u0029_	wd:Q6311207
dbr:Lewis_Milestone	wd:Q285928
dbr:Parody	wd:Q170539
dbr:Love_and_Other_Disasters	wd:Q581318
dbr:Machida_u002C__Tokyo	wd:Q210628
dbr:L_u002E__Sprague_de_Camp	wd:Q316313
dbr:Districts_of_Turkmenistan	wd:Q5283544
dbr:Punch_Drunks	wd:Q2009395
dbr:Shall_We_Dance__u0028_1937_film_u0029_	wd:Q1576105
dbr:Opeth	wd:Q18557
dbr:Ladies_Must_Live	wd:Q6469515
dbr:Japan_national_football_team	wd:Q170566
dbr:Give_It_to_Me__u0028_Timbaland_song_u0029_	wd:Q1983076
dbr:Dekada__u0027_70__u0028_film_u0029_	wd:Q5252762
dbr:Gilbert_R_u002E__Tredway	wd:Q5561166
dbr:The_White_Dawn	wd:Q2554338
dbr:La_Espada__u0026__la_Pared	wd:Q6462337
dbr:A_Midsummer_Night_u0027_s_Dream__u0028_1968_film_u0029_	wd:Q4658231
dbr:Dharmasthali	wd:Q3411948
dbr:North_West_Mounted_Police__u0028_film_u0029_	wd:Q963688
dbr:First_Action_Hero	wd:Q3793183
dbr:Sgt_u002E__Pepper_u0027_s_Lonely_Hearts_Club_Band__u0028_film_u0029_	wd:Q2532586
dbr:Order_of_the_Red_Banner	wd:Q337463
dbr:Double_Jeopardy__u0028_film_u0029_	wd:Q73651
dbr:Lena_Headey	wd:Q228789
dbr:T_u002E__L_u002E__V_u002E__Prasad	wd:Q7672658
dbr:No_pares	wd:Q5679959
dbr:Samuel_Fuller	wd:Q262479
dbr:Japan	wd:Q17
dbr:Canal_de_las_Estrellas	wd:Q80478
dbr:Kasavuthattam	wd:Q6374057
dbr:Kunjikuruvi	wd:Q18353170
dbr:The_Under_u002D_Sheriff	wd:Q7771347
dbr:Kabul	wd:Q5838
dbr:Darren_Fleary	wd:Q5224912
dbr:Daniel_G_u00E9_lin	wd:Q663553
dbr:John_Williams	wd:Q131285
dbr:Confessions_of_a_Shopaholic__u0028_film_u0029_	wd:Q852963
dbr:Sangokushi_V	wd:Q3440996
dbr:John_Harris__u0028_bioethicist_u0029_	wd:Q6237946
dbr:Rabbit_Ears_Productions	wd:Q3415889
dbr:Nina_u002C__Pretty_Ballerina	wd:Q2500321
dbr:Arcelor	wd:Q631834
dbr:Bitter_Moon	wd:Q878964
dbr:Mystery_of_the_Wax_Museum	wd:Q1168139
dbr:Peter_Jaks	wd:Q674022
dbr:Younha	wd:Q235613
dbr:The_Man_in_the_Glass_Booth	wd:Q518710
dbr:Bengt_u002D__u00C5_ke_Gustafsson	wd:Q817207
dbr:The_Greene_Murder_Case__u0028_film_u0029_	wd:Q13460318
dbr:The_Toy__u0028_1982_film_u0029_	wd:Q1197013
dbr:Caressa_Savage	wd:Q9696615
dbr:The_Man_Who_Could_Not_Shudder	wd:Q10904448
dbr:Countersex	wd:Q3689356
dbr:Vacanze_a_Ischia	wd:Q4007135
dbr:Les_Uns_et_les_Autres	wd:Q974961
dbr:In_Custody__u0028_1993_film_u0029_	wd:Q6009257
dbr:Human_Highway	wd:Q5937209
dbr:Cecil_Higgs	wd:Q5056120
dbr:Devon	wd:Q23156
dbr:Bandai_Namco_Entertainment	wd:Q1194689
dbr:Adventure_game	wd:Q23916
dbr:Goodnight_Nobody	wd:Q5583532
dbr:Midway__u0028_film_u0029_	wd:Q1708667
dbr:John_Leipold	wd:Q332325
dbr:Enrico_Gras	wd:Q540393
dbr:Instructions__u0028_album_u0029_	wd:Q3152880
dbr:Lee_Goren	wd:Q226049
dbr:Woh_Jo_Hasina	wd:Q8029072
dbr:Play__u0028_Brad_Paisley_album_u0029_	wd:Q3906477
dbr:Rules_of_Engagement__u0028_film_u0029_	wd:Q698033
dbr:Wakyang	wd:Q7961232
dbr:Neelakuyil	wd:Q6986759
dbr:Samuel_Z_u002E__Arkoff	wd:Q358702
dbr:Younger_Us	wd:Q8058591
dbr:The_Illusion__u0028_Animorphs_u0029_	wd:Q7741407
dbr:Cherine_Anderson	wd:Q12156564
dbr:George_Despot	wd:Q5538500
dbr:The_Four_Seasons__u0028_1981_film_u0029_	wd:Q1757188
dbr:Maine_Gandhi_Ko_Nahin_Mara	wd:Q3141206
dbr:Docudrama	wd:Q622370
dbr:Holi__u0028_1984_film_u0029_	wd:Q5880282
dbr:Bill_Foley	wd:Q4909010
dbr:Mothers_of_the_Disappeared	wd:Q3325161
dbr:Resurrecting_the_Champ	wd:Q155485
dbr:This_Song_u0027_s_for_You	wd:Q7786261
dbr:Alexander_de_Savornin_Lohman	wd:Q560539
dbr:Joints__u0026__Jam	wd:Q2602403
dbr:The_Damned__u0028_band_u0029_	wd:Q940536
dbr:Broadway_Babies	wd:Q4972408
dbr:Nevada__u0028_1944_film_u0029_	wd:Q10336498
dbr:Lone_Star__u0028_1952_film_u0029_	wd:Q2357443
dbr:Crimes_of_Passion__u0028_1984_film_u0029_	wd:Q734116
dbr:Esther_Williams	wd:Q232395
dbr:Panic_in_Year_Zero_u0021_	wd:Q851626
dbr:Frederiksberg	wd:Q30096
dbr:Rostock	wd:Q2861
dbr:Maurice_Leggett	wd:Q3852429
dbr:Vladimir_Golikov	wd:Q1147258
dbr:Bobbili_Puli	wd:Q4934674
dbr:Double_bass	wd:Q80019
dbr:Tel_Aviv	wd:Q33935
dbr:Never_Cry_Wolf__u0028_film_u0029_	wd:Q2301603
dbr:Expensive_Women	wd:Q5421020
dbr:Newcastle_upon_Tyne	wd:Q1425428
dbr:Behold_a_Pale_Horse__u0028_film_u0029_	wd:Q763351
dbr:Volkswagen_Polo_Playa	wd:Q7940332
dbr:Gary_Lord__u0028_rugby_league_u0029_	wd:Q5525484
dbr:Acclaim_Entertainment	wd:Q339228
dbr:Strange_Relationship	wd:Q7621451
dbr:Christian_Historical_Union	wd:Q143058
dbr:Zodiac__u0028_film_u0029_	wd:Q218172
dbr:Myitkyina_District	wd:Q11917400
dbr:It_Don_u0027_t_Come_Easy	wd:Q2696267
dbr:Furia_infernal	wd:Q5509534
dbr:Vettaikaaran__u0028_2009_film_u0029_	wd:Q3531049
dbr:Two_Women	wd:Q128761
dbr:Fighting_Pose_wa_Date_ja_Nai_u0021_	wd:Q429439
dbr:Regret__u0028_New_Order_song_u0029_	wd:Q2945709
dbr:Thacholi_Ambu	wd:Q7708897
dbr:Alexander_Luria	wd:Q350778
dbr:Reinhold_Rehs	wd:Q100294
dbr:Fran_u00E7_ois_Truffaut	wd:Q53002
dbr:Sergei_Rudenko__u0028_general_u0029_	wd:Q1934830
dbr:The_Delta_Force	wd:Q971630
dbr:Crush_with_Eyeliner	wd:Q3698791
dbr:Yasutaka_Nakata	wd:Q1196321
dbr:Make_You_Feel_My_Love	wd:Q1886329
dbr:Hag_Toofan	wd:Q5638491
dbr:Jerry_Maguire	wd:Q329131
dbr:Jean_Marais	wd:Q168359
dbr:The_Life_of_Na_Woon_u002D_gyu	wd:Q7747193
dbr:Cheyenne_Autumn	wd:Q1071402
dbr:Machhegaun	wd:Q3423221
dbr:Charlie_u0027_s_Angels__u0028_film_u0029_	wd:Q229599
dbr:Mi_Vida_Loca__u0028_My_Crazy_Life_u0029_	wd:Q6827043
dbr:Hot_Revolver	wd:Q3786894
dbr:Flight_of_the_Eagle	wd:Q1636972
dbr:Adventures_in_Paradise__u0028_TV_series_u0029_	wd:Q2873496
dbr:The_Vengeance_of_Rome	wd:Q7772171
dbr:Mario_Morra	wd:Q3848844
dbr:Too_Young_to_Kiss	wd:Q3819358
dbr:Naanum_Rowdy_Dhaan	wd:Q16252043
dbr:Mabuni_Kenei	wd:Q727360
dbr:The_Pink_Panther_Strikes_Again	wd:Q1133395
dbr:Club_Paradise	wd:Q1103061
dbr:The_Flying_Doctors_of_East_Africa	wd:Q4260034
dbr:The_Final_Programme__u0028_film_u0029_	wd:Q9377397
dbr:Bright_Lights__u0026__Back_Alleys	wd:Q4967447
dbr:New_Adventures_in_Hi_u002D_Fi	wd:Q1508334
dbr:The_Dogs_of_War__u0028_novel_u0029_	wd:Q1213525
dbr:Playhouse_90	wd:Q1248532
dbr:Christmas_Carol_u003A__The_Movie	wd:Q1457891
dbr:Jimmy_Forrest__u0028_footballer_u0029_	wd:Q3808419
dbr:The_Champion__u0028_1915_film_u0029_	wd:Q2346516
dbr:Home_Movies__u0028_musical_u0029_	wd:Q16980359
dbr:Azienda_Trasporti_Milanesi	wd:Q381955
dbr:Mandiana_Prefecture	wd:Q1470878
dbr:Ren_u00E9_e_Zellweger	wd:Q122614
dbr:London	wd:Q84
dbr:Mercedes_u002D_Benz_Econic	wd:Q1805834
dbr:Jonathan_Bender	wd:Q1362580
dbr:Prepotenti_pi_u00F9__di_prima	wd:Q3910835
dbr:The_Clockmaker	wd:Q179532
dbr:Tomahawk_Trail	wd:Q7818226
dbr:Tim_Roth	wd:Q203804
dbr:Neil_Young	wd:Q633
dbr:Hoot_Gibson	wd:Q972775
dbr:Tanikella_Bharani	wd:Q7683304
dbr:Chow_Yun_u002D_fat	wd:Q181425
dbr:The_Joy_of_Living	wd:Q1572334
dbr:Run_of_the_House	wd:Q3942684
dbr:Pilgrim__u0028_film_u0029_	wd:Q1504375
dbr:Smoke__u0028_film_u0029_	wd:Q653447
dbr:Andrei_Skopintsev	wd:Q501913
dbr:Attack__u0028_1956_film_u0029_	wd:Q638884
dbr:Helpmates	wd:Q2098509
dbr:The_Bahamas	wd:Q778
dbr:Wee_Willie_Winkie__u0028_film_u0029_	wd:Q1631795
dbr:The_House_of_Love__u0028_1990_album_u0029_	wd:Q7740625
dbr:Margaret_Colin	wd:Q267001
dbr:Stolen_Face	wd:Q3499652
dbr:Karl_Hansen__u0028_cyclist_u0029_	wd:Q17180638
dbr:Richard_Kind	wd:Q449959
dbr:Rhamnaceae	wd:Q156083
dbr:Zmaj__u0028_album_u0029_	wd:Q8073077
dbr:Andrew_Bruce_Holmes	wd:Q4756462
dbr:Narashino	wd:Q318047
dbr:Justice_League_u003A__Doom	wd:Q3137760
dbr:Hugh_McCollum	wd:Q5931736
dbr:The_Raid__u0028_1954_film_u0029_	wd:Q3824325
dbr:Lakini_u0027_s_Juice	wd:Q6479667
dbr:King_Richard_and_the_Crusaders	wd:Q3430677
dbr:Out_Here_Grindin	wd:Q7111443
dbr:RocknRolla	wd:Q898461
dbr:Let_u0027_s_Make_Love	wd:Q1348409
dbr:Electronic_keyboard	wd:Q1343007
dbr:R_u002E__Kelly	wd:Q273055
dbr:Quiero_Bailar__u0028_song_u0029_	wd:Q7271831
dbr:Antena_3__u0028_Spain_u0029_	wd:Q571833
dbr:Kyle_Klubertanz	wd:Q3046091
dbr:The_Safety_of_Objects	wd:Q1457659
dbr:Heart_of_the_City__u0028_album_u0029_	wd:Q5692405
dbr:Mark_Forster__u0028_rugby_league_u0029_	wd:Q6767644
dbr:Kevin_Henderson__u0028_footballer_u0029_	wd:Q6396485
dbr:Yodha__u0028_1992_film_u0029_	wd:Q8054286
dbr:Narendran_Makan_Jayakanthan_Vaka	wd:Q6965803
dbr:Valence_u002C__Dr_u00F4_me	wd:Q8848
dbr:Calvin_McCarty	wd:Q5024458
dbr:Yuseflu_u002C__Ahar	wd:Q5663418
dbr:50_Cent	wd:Q6060
dbr:Lino_Ventura	wd:Q337260
dbr:Greatest_Hits__u0028_Thal_u00ED_a_album_u0029_	wd:Q1028069
dbr:Maverick__u0028_film_u0029_	wd:Q675520
dbr:Ben_Elton	wd:Q436712
dbr:Humphrey_Jennings	wd:Q352565
dbr:Special_26	wd:Q7574449
dbr:Ahar_County	wd:Q1291784
dbr:UNITA	wd:Q28699
dbr:Charles_Walters	wd:Q953753
dbr:Spanish_language	wd:Q1321
dbr:Heinz_Roemheld	wd:Q453461
dbr:Urban_Legends_u003A__Final_Cut	wd:Q1272441
dbr:Pratibandh	wd:Q7238679
dbr:Dil_Ne_Phir_Yaad_Kiya	wd:Q773857
dbr:Vladimir_Gorbunov	wd:Q967281
dbr:Black_Coffee_in_Bed	wd:Q4920557
dbr:_u0027_Round_Midnight__u0028_1963_Betty_Carter_album_u0029_	wd:Q4540516
dbr:The_Wild_Party__u0028_1956_film_u0029_	wd:Q18393975
dbr:Honda_Center	wd:Q774138
dbr:The_Sentinel__u0028_2006_film_u0029_	wd:Q472103
dbr:Daran_Norris	wd:Q723021
dbr:Umm_al_Rizam	wd:Q36046
dbr:Loco_Boy_Makes_Good	wd:Q6665940
dbr:Standards_and_Practices__u0028_30_Rock_u0029_	wd:Q15649301
dbr:Transmorphers	wd:Q126676
dbr:Police_Academy__u0028_film_u0029_	wd:Q1248429
dbr:E_u002E_L_u002E_E_u002E___u0028_Extinction_Level_Event_u0029__u003A__The_Final_World_Front	wd:Q1273363
dbr:Cinepoly_Records	wd:Q5120875
dbr:Alias__u0028_video_game_u0029_	wd:Q729162
dbr:George_Tomasini	wd:Q704752
dbr:Restless__u0028_Buffy_the_Vampire_Slayer_u0029_	wd:Q2740175
dbr:Capitol_Records_Nashville	wd:Q5035920
dbr:H_u002E__Gerstner__u0026__Sons	wd:Q16994670
dbr:Wilson_Chandler	wd:Q714058
dbr:RCA_Records	wd:Q202585
dbr:Joseph_Luns	wd:Q553882
dbr:The_Gold_Medal__u0028_film_u0029_	wd:Q21869887
dbr:Pedro_Costa	wd:Q1354061
dbr:Pardon_My_Scotch	wd:Q7136593
dbr:Suntol	wd:Q3417864
dbr:Vitaly_Vishnevskiy	wd:Q129206
dbr:Grayfolded	wd:Q1531979
dbr:Resistance__u0028_Star_Trek_u003A__Voyager_u0029_	wd:Q7315598
dbr:Fillmore__u0028_film_u0029_	wd:Q12120565
dbr:Bananas__u0028_film_u0029_	wd:Q806092
dbr:Rodolfo_Sonego	wd:Q3940000
dbr:The_South__u0028_film_u0029_	wd:Q4254113
dbr:Ian__u0026__Sylvia	wd:Q1655684
dbr:A_Coffin_for_the_Sheriff	wd:Q1306272
dbr:Dragon_Warrior_Monsters_2	wd:Q3038754
dbr:GoGo_Sentai_Boukenger	wd:Q1193877
dbr:Centre__u0028_ice_hockey_u0029_	wd:Q2583758
dbr:Tora_u0027_s_Tropical_Fever	wd:Q7825287
dbr:Community__u0028_TV_series_u0029_	wd:Q728553
dbr:Bhakta_Tukaram	wd:Q4900867
dbr:Free_Way	wd:Q5500152
dbr:Morrissey	wd:Q202246
dbr:The_Cellar__u0028_film_u0029_	wd:Q7721844
dbr:Fathers_and_Sons__u0028_album_u0029_	wd:Q1398042
dbr:Circus_World__u0028_film_u0029_	wd:Q1092932
dbr:La_Ruinette	wd:Q669713
dbr:Lady_Gaga	wd:Q19848
dbr:Black_Fingernails_u002C__Red_Wine	wd:Q4920762
dbr:Republic_of_China__u0028_1912_u2013_49_u0029_	wd:Q13426199
dbr:Shoebite	wd:Q7500022
dbr:Lonely_Hearts__u0028_1970_film_u0029_	wd:Q1755748
dbr:Boarding_school	wd:Q269770
dbr:Hawks__u0026__Doves	wd:Q1756255
dbr:The_Sign_of_the_Cross__u0028_1932_film_u0029_	wd:Q1546143
dbr:John_Howard	wd:Q51330
dbr:Francis_Smith__u0028_aviator_u0029_	wd:Q5482482
dbr:Matthew_Ryan_vs_u002E__The_Silver_State	wd:Q6791183
dbr:University_of_Birmingham	wd:Q223429
dbr:Warriors_of_Fate	wd:Q1045002
dbr:Museum_of_the_Imperial_Collections	wd:Q3076188
dbr:George_Simon__u0028_artist_and_archaeologist_u0029_	wd:Q5544562
dbr:Under_Two_Flags__u0028_1936_film_u0029_	wd:Q3492096
dbr:Neil_Simon_u0027_s_I_Ought_to_Be_in_Pictures	wd:Q6989310
dbr:Live_from_Studio_6H	wd:Q6657338
dbr:Qovsi_Tabrizi	wd:Q4225859
dbr:Francis_Durbridge	wd:Q1344686
dbr:Jack_Southworth	wd:Q1379855
dbr:Sunday__u0028_Desperate_Housewives_u0029_	wd:Q785913
dbr:The_Wolf_Among_Us	wd:Q5427938
dbr:Marko_Nikoli_u0107___u0028_actor_u0029_	wd:Q300001
dbr:Shocker__u0028_film_u0029_	wd:Q1633832
dbr:Young_Bride	wd:Q16623716
dbr:Poverty_u0027_s_Paradise	wd:Q7235821
dbr:Quebec_Nordiques	wd:Q530764
dbr:Noises_Off__u0028_film_u0029_	wd:Q1158944
dbr:Codename_u003A__Kids_Next_Door__u2013__Operation_u003A__V_u002E_I_u002E_D_u002E_E_u002E_O_u002E_G_u002E_A_u002E_M_u002E_E_u002E_	wd:Q5140145
dbr:House_of_the_Dead__u0028_film_u0029_	wd:Q705216
dbr:Gerald_B_u002E__Greenberg	wd:Q1271389
dbr:Dichomeris	wd:Q664792
dbr:Pastor	wd:Q152002
dbr:Mr_u002E__and_Mrs_u002E__Khiladi	wd:Q6929341
dbr:Duck_Soup__u0028_1927_film_u0029_	wd:Q969265
dbr:HammerFall	wd:Q274593
dbr:Crazy_in_Love	wd:Q148511
dbr:Gary_DeGrio	wd:Q3098536
dbr:Your_Turn_to_Die	wd:Q13423994
dbr:A_Ducking_They_Did_Go	wd:Q4656615
dbr:Paul_Sanderson__u0028_footballer_u0029_	wd:Q7153431
dbr:Johnny_Concho	wd:Q2441978
dbr:As_You_Desire_Me__u0028_film_u0029_	wd:Q1776920
dbr:Just_You_and_Me_u002C__Darling	wd:Q6316483
dbr:The_Traffic_Policeman	wd:Q3796254
dbr:Tensou_Sentai_Goseiger	wd:Q1152081
dbr:University_of_Manchester	wd:Q230899
dbr:The_Lambeth_Walk__u0028_film_u0029_	wd:Q7745284
dbr:Music_for_Madame	wd:Q17431703
dbr:Hot_Foot_Powder__u0028_album_u0029_	wd:Q5909974
dbr:The_Funtastic_World_of_Hanna_u002D_Barbera__u0028_ride_u0029_	wd:Q7735484
dbr:Ineffable_Mysteries_from_Shpongleland	wd:Q4353998
dbr:Fiddlers_Three__u0028_1948_film_u0029_	wd:Q5446709
dbr:Miandasteh	wd:Q5797237
dbr:Baby_u0027_s_Day_Out	wd:Q637884
dbr:High_School_Musical_3_u003A__Senior_Year_Dance	wd:Q3234183
dbr:The_Cave__u0028_film_u0029_	wd:Q1027834
dbr:One__u0028_NoMeansNo_album_u0029_	wd:Q7092421
dbr:Taking_Tiger_Mountain__u0028_By_Strategy_u0029_	wd:Q2473691
dbr:The_Untouchables__u0028_1993_TV_series_u0029_	wd:Q323764
dbr:Walter_L_u002E__Buenger	wd:Q7965397
dbr:Scissors__u0028_film_u0029_	wd:Q258712
dbr:Regenboldshorn	wd:Q1244272
dbr:Elavamkodu_Desam	wd:Q5353624
dbr:Compagnie_Mon_u00E9_gasque_de_Banque	wd:Q2990223
dbr:Decode__u0028_song_u0029_	wd:Q2011725
dbr:Amnesia__u0028_Cherish_song_u0029_	wd:Q4033931
