dbr:Bye_Bye_Love__u0028_film_u0029_	wd:Q1018481
dbr:Arashi	wd:Q626440
dbr:Crazy__u0028_Kenny_Rogers_song_u0029_	wd:Q5183095
dbr:Nar_u00E9__Maghann_Konat_u00E9_	wd:Q3336164
dbr:Martinsburg_u002C__West_Virginia	wd:Q1010194
dbr:China_Seas__u0028_film_u0029_	wd:Q319147
dbr:George_Curran	wd:Q5538274
dbr:Gangvaa	wd:Q5521274
dbr:Anytime_You_Need_a_Friend	wd:Q773034
dbr:Junior_G_u002D_Men__u0028_serial_u0029_	wd:Q12125296
dbr:Don_u0027_t_Give_It_Up__u0028_Siobh_u00E1_n_Donaghy_song_u0029_	wd:Q1621839
dbr:Ron_Williams__u0028_basketball_u0029_	wd:Q3940996
dbr:Where_Are_You_Going_on_Holiday_u0025_3F	wd:Q3359260
dbr:Dario_Argento	wd:Q53011
dbr:She_u0027_s_Tight	wd:Q7491869
dbr:Deool	wd:Q3595079
dbr:Koksan__u0028_artillery_u0029_	wd:Q486576
dbr:David_Bretherton	wd:Q1173828
dbr:Kishoreganj_Football_Stadium	wd:Q15238602
dbr:Where_There_u0027_s_a_Will__u0028_novel_u0029_	wd:Q3998152
dbr:Break_Ya_Neck	wd:Q4959312
dbr:Vilmos_Zsigmond	wd:Q963628
dbr:The_Hot_Tub	wd:Q7740427
dbr:Elbl_u0105_g	wd:Q104712
dbr:Hokey_Wolf	wd:Q386100
dbr:Liberal_Democratic_Party__u0028_Japan_u0029_	wd:Q232595
dbr:1000_Oceans	wd:Q3596806
dbr:Joe_Henderson	wd:Q506006
dbr:Bang__u0028_Desperate_Housewives_u0029_	wd:Q851930
dbr:Primary__u0028_song_u0029_	wd:Q1953155
dbr:Vasile_Coroban	wd:Q7916601
dbr:Creepy_Crawlers__u0028_TV_series_u0029_	wd:Q2293145
dbr:Underneath_the_Arches__u0028_film_u0029_	wd:Q7883736
dbr:License_to_Wed	wd:Q368674
dbr:The_Sun_Shines_Bright	wd:Q2009192
dbr:K_u002E__Balachander	wd:Q3520369
dbr:Jos_u00E9__Salcedo	wd:Q6293953
dbr:Philippe_Goujon	wd:Q3379945
dbr:United__u0028_Star_Trek_u003A__Enterprise_u0029_	wd:Q7887305
dbr:Run_This_Town	wd:Q926104
dbr:Shiloh__u0028_film_u0029_	wd:Q3481656
dbr:Reservoir_Dogs	wd:Q72962
dbr:Curtis_Fuller_Volume_3	wd:Q5195739
dbr:Vesna_Stefanovich_u002D_Gruppman	wd:Q7923261
dbr:From_Mars_to_Sirius	wd:Q3088296
dbr:Jokerit	wd:Q1357204
dbr:We_Got_the_Beat	wd:Q2885690
dbr:American_Gothic__u0028_film_u0029_	wd:Q2605428
dbr:Chernihiv_Oblast	wd:Q167874
dbr:Red_Scarf__u0028_film_u0029_	wd:Q7214492
dbr:September__u0028_1987_film_u0029_	wd:Q1770003
dbr:Titanik	wd:Q5227849
dbr:Hemdale_Film_Corporation	wd:Q3784765
dbr:Do_You__u0028_Ne_u002D_Yo_song_u0029_	wd:Q2444648
dbr:Gold_Cobra	wd:Q1000001
dbr:Hover_Bovver	wd:Q1631626
dbr:Ganbare_u0021__Gian_u0021__u0021_	wd:Q10900855
dbr:Ultra_Music	wd:Q2573393
dbr:Howards_End__u0028_film_u0029_	wd:Q913389
dbr:All_u0027_s_Well_u002C__Ends_Well_Too	wd:Q4727758
dbr:Opower	wd:Q7098529
dbr:Aag_Ka_Gola	wd:Q4661175
dbr:Hassan_Sobhani	wd:Q5959767
dbr:Korean_language	wd:Q9176
dbr:Zo_u00EB__Bell	wd:Q227123
dbr:Pascal_Bonitzer	wd:Q289645
dbr:Do_You_Really_Want_to_Hurt_Me	wd:Q1233068
dbr:No_Compromises	wd:Q7044059
dbr:Blood_Feast_2_u003A__All_U_Can_Eat	wd:Q2334601
dbr:Thanjavur_Taluk	wd:Q7710422
dbr:Chris_O_u0027_Donnell	wd:Q107069
dbr:Looking_for_Richard	wd:Q1493156
dbr:Merge_Records	wd:Q1921640
dbr:Come_On__u0028_The_New_Power_Generation_song_u0029_	wd:Q5151209
dbr:See_You__u0028_song_u0029_	wd:Q946636
dbr:Just_a_Fool	wd:Q113343
dbr:Lake_Shore_u002C__Utah	wd:Q1870448
dbr:G_u00E9_rard_Depardieu	wd:Q106508
dbr:Robert_Meza	wd:Q7347651
dbr:Stephen_Tompkinson	wd:Q2345157
dbr:Sony_Music_Australia	wd:Q7562499
dbr:Billy_Wilder	wd:Q51547
dbr:All_I_Want_Is_Everything__u0028_Def_Leppard_song_u0029_	wd:Q2252951
dbr:Skip_O_u0027_Brien	wd:Q1283827
dbr:Damcho_Dorji	wd:Q21037701
dbr:Things_Here_Are_Different	wd:Q7784377
dbr:Frank_Griffin__u0028_director_u0029_	wd:Q3082634
dbr:Nick_Johnson__u0028_basketball_u0029_	wd:Q16227648
dbr:Jack_May	wd:Q3157266
dbr:2_Fast_2_Furious	wd:Q222867
dbr:Love_Happy	wd:Q957026
dbr:Veera_Padhakkam	wd:Q15229012
dbr:Bangaru_Papa	wd:Q4855116
dbr:Guinea_national_football_team	wd:Q235411
dbr:Tuesday_Weld	wd:Q239818
dbr:Angel__u0028_1937_film_u0029_	wd:Q589237
dbr:The_Hatter_u0027_s_Ghost	wd:Q1212357
dbr:We_Owned_the_Night	wd:Q2020043
dbr:Graham_Coxon	wd:Q335184
dbr:Major_League_Baseball_2K12	wd:Q6738121
dbr:Janwar__u0028_1965_film_u0029_	wd:Q10951073
dbr:Jesus_Was_a_Country_Boy	wd:Q6188260
dbr:The_Girl_of_Your_Dreams	wd:Q766770
dbr:Namco	wd:Q309996
dbr:You_and_I__u0028_Celine_Dion_song_u0029_	wd:Q3268309
dbr:Hautes_u002D_Alpes	wd:Q3125
dbr:Frankfurt_Lions	wd:Q695832
dbr:Abraham_Lincoln	wd:Q91
dbr:Daphne_and_the_Pirate	wd:Q780617
dbr:I_Believe_in_You_and_Me	wd:Q3790061
dbr:Dudley_Senanayake	wd:Q1150570
dbr:Solaris__u0028_Photek_album_u0029_	wd:Q4049699
dbr:Astralwerks	wd:Q1200368
dbr:Rio_Grande__u0028_film_u0029_	wd:Q1138393
dbr:Malaya_Marutha	wd:Q6741559
dbr:Heileen	wd:Q16267390
dbr:Sougu_u00E9_ta	wd:Q7564109
dbr:Holler_If_Ya_Hear_Me	wd:Q780306
dbr:Tom_Hurst	wd:Q7816283
dbr:Kader_Khan	wd:Q3191765
dbr:Francis_Joseph_Fitzgerald	wd:Q5481547
dbr:A_Night_at_the_Opera__u0028_Queen_album_u0029_	wd:Q193477
dbr:Makkal_Mahatmyam	wd:Q6739785
dbr:Xingcun	wd:Q14766290
dbr:Crime	wd:Q83267
dbr:Shree_420	wd:Q1196288
dbr:Battlecruiser_3000AD	wd:Q4873089
dbr:Katawa_Shoujo	wd:Q1735675
dbr:Pedro_Armend_u00E1_riz	wd:Q359996
dbr:Eraser__u0028_film_u0029_	wd:Q370326
dbr:Destroyer__u0028_1943_film_u0029_	wd:Q5265358
dbr:Safe_Men	wd:Q7398493
dbr:The_Pagan	wd:Q7755881
dbr:Laila_Mehdin	wd:Q431002
dbr:Alan_Monkhouse	wd:Q4707347
dbr:The_Black_Knight__u0028_film_u0029_	wd:Q3227123
dbr:Tank_Girl__u0028_film_u0029_	wd:Q2300632
dbr:Buzz__u0028_Guardian_album_u0029_	wd:Q5003500
dbr:Made_in_Brooklyn	wd:Q2258770
dbr:John_Bowring	wd:Q332508
dbr:Medal__u0025_22For_Courage_u0025_22__u0028_Russia_u0029_	wd:Q1970346
dbr:Jane_Seymour__u0028_actress_u0029_	wd:Q123849
dbr:Denise_Crosby	wd:Q234474
dbr:Lumi_u00E8_re_and_Company	wd:Q507285
dbr:Club_Atl_u00E9_tico_3_de_Febrero	wd:Q2134801
dbr:Heerde	wd:Q615491
dbr:Curt_Courant	wd:Q89163
dbr:Toronto_Argonauts	wd:Q142349
dbr:Don_u0027_t_Mind_If_I_Do__u0028_Culture_Club_album_u0029_	wd:Q1136459
dbr:J_u00FC_rgen_Schmude	wd:Q65545
dbr:Susan_Shaw	wd:Q7648374
dbr:Clay_Walker	wd:Q320583
dbr:The_Killers__u0028_1964_film_u0029_	wd:Q1197463
dbr:Nick_Scruton	wd:Q7027907
dbr:Ilshat_Bilalov	wd:Q1585421
dbr:Snow_Dogs	wd:Q968587
dbr:Sweeney_Todd_u003A__The_Demon_Barber_of_Fleet_Street__u0028_2007_film_u0029_	wd:Q212041
dbr:Home_Delivery	wd:Q776681
dbr:Hang_Cool_Teddy_Bear	wd:Q1575452
dbr:Tunisia	wd:Q948
dbr:Help_u0021___u0028_film_u0029_	wd:Q1131815
dbr:Intolerance__u0028_film_u0029_	wd:Q192206
dbr:Toyota_Prius__u0028_XW10_u0029_	wd:Q7830856
dbr:I_u0027_m_a_Flirt	wd:Q1145697
dbr:Katari_Veera_Surasundarangi	wd:Q6375144
dbr:Guido_Bodl_u00E4_nder	wd:Q78240
dbr:3_Needles	wd:Q229636
dbr:Azores	wd:Q25263
dbr:Fivepenny	wd:Q5456288
dbr:One_Take_Radio_Sessions	wd:Q1766248
dbr:A_Lady_of_Chance	wd:Q2289935
dbr:Somethin_u0027__Stupid	wd:Q1067893
dbr:Zaido_u003A__Pulis_Pangkalawakan	wd:Q8064791
dbr:That_u0027_s_What_I_Think	wd:Q2029530
dbr:Miss_Cast_Away_and_the_Island_Girls	wd:Q2469215
dbr:Kill_Switch__u0028_film_u0029_	wd:Q1535638
dbr:Richard_Gibbs	wd:Q1857514
dbr:Mega_Man_Battle_Network_4	wd:Q3091522
dbr:Michael_Sheen	wd:Q298276
dbr:Hugh_Mundell	wd:Q1246480
dbr:Muhammad_Yusuf_Hashmi	wd:Q6932796
dbr:Maurice_Jarre	wd:Q105487
dbr:Bobby_u0027_s_World	wd:Q2447786
dbr:The_Land_Before_Time_XII_u003A__The_Great_Day_of_the_Flyers	wd:Q3612306
dbr:Mannar_Mathai_Speaking	wd:Q6750758
dbr:The_World_Outside__u0028_Eyes_Set_to_Kill_album_u0029_	wd:Q3529152
dbr:Sebastian_Stan	wd:Q455898
dbr:The_Reverse_of_the_Medal__u0028_film_u0029_	wd:Q7760525
dbr:Vyznanie	wd:Q7944066
dbr:Ottayadipathakal	wd:Q18201814
dbr:Last_Action_Hero	wd:Q858840
dbr:Some_Kind_of_Wonderful__u0028_film_u0029_	wd:Q130868
dbr:101_Dalmatians_u003A__The_Series	wd:Q165515
dbr:John_Zarnecki	wd:Q6265300
dbr:Kathputli__u0028_1957_film_u0029_	wd:Q6376976
dbr:Shaw_Brothers_Studio	wd:Q947354
dbr:Annabella_u0027_s_Adventure	wd:Q3818899
dbr:Classical_Mushroom	wd:Q912523
dbr:Les_Espions	wd:Q939146
dbr:The_Barkleys_of_Broadway	wd:Q1216947
dbr:Leo_Kottke_Live	wd:Q6523947
dbr:Nigel_Bruce	wd:Q728050
dbr:A_Small_Talent_for_War	wd:Q4659617
dbr:Dead_Presidents__u0028_song_u0029_	wd:Q5245352
dbr:Alfred_Molina	wd:Q296028
dbr:SM_UB_u002D_12	wd:Q7391621
dbr:Ian_Hamilton__u0028_advocate_u0029_	wd:Q3147318
dbr:Rub_u00E9_n_Giustiniani	wd:Q464916
dbr:Warrington_Wolves	wd:Q2549837
dbr:Blue_Juice	wd:Q1498223
dbr:Dorie_Murrey	wd:Q3714270
dbr:Valmont__u0028_film_u0029_	wd:Q1347278
dbr:Hoevelaken	wd:Q3056778
dbr:Captain_Commando	wd:Q2568609
dbr:5th_Gear__u0028_album_u0029_	wd:Q3599468
dbr:Manifesto__u0028_1988_film_u0029_	wd:Q3400543
dbr:Focus_Features	wd:Q649649
dbr:Pr_u00EA_t_u002D__u00E0__u002D_Porter__u0028_film_u0029_	wd:Q911775
dbr:Inkpot_Award	wd:Q2687578
dbr:Kevin_Pollak	wd:Q351812
dbr:Jupiter_u0027_s_Darling__u0028_film_u0029_	wd:Q2481791
dbr:United_Artists_Records	wd:Q1542119
dbr:End_of_Watch	wd:Q497262
dbr:Fall_Guy	wd:Q5432046
dbr:Monsieur_Beaucaire__u0028_1924_film_u0029_	wd:Q3321355
dbr:The_Battle_of_Algiers	wd:Q784812
dbr:Bloemfontein	wd:Q37701
dbr:Nigel_Dodds	wd:Q300243
dbr:Ride_u002C__Vaquero_u0021_	wd:Q992813
dbr:That_u0027_s_My_Line__u0028_film_u0029_	wd:Q7710976
dbr:Santa_u0027_s_Slay	wd:Q577360
dbr:Ferdinand_de_Saussure	wd:Q13230
dbr:D_u002E__B_u002E__Sweeney	wd:Q668925
dbr:Stretch__u0028_album_u0029_	wd:Q3500374
dbr:The_Miracle_Inn	wd:Q7751622
dbr:London_Belongs_to_Me	wd:Q1937179
dbr:The_Man_Behind_the_Mask	wd:Q7749856
dbr:Edward_Ward__u0028_composer_u0029_	wd:Q506292
dbr:Jos_u00E9__Octavio_Bord_u00F3_n	wd:Q5575797
dbr:Yuri_Koksharov	wd:Q464798
dbr:C_u002E__V_u002E__Sridhar	wd:Q589191
dbr:Los_Amigos	wd:Q1137892
dbr:Al_Carmines	wd:Q4703654
dbr:Beno_u00EE_t_Debie	wd:Q780280
dbr:Bittersweet__u0028_Mark_Isham_and_Kate_Ceberano_album_u0029_	wd:Q16244024
dbr:Raavan	wd:Q3135932
dbr:Hafizullah_Qadami	wd:Q1382778
dbr:The_Last_Emperor	wd:Q212775
dbr:Julia_Smith_Gibbons	wd:Q6306743
dbr:Deceiver__u0028_film_u0029_	wd:Q1524544
dbr:Hordaland	wd:Q50625
dbr:Ninnu_Choodalani	wd:Q18128746
dbr:Cambrai	wd:Q181285
dbr:Arthur_Bradford__u0028_footballer_u0029_	wd:Q4798068
dbr:Bill_Murray	wd:Q29250
dbr:Richard_J_u002E__Roberts	wd:Q309816
dbr:Ritesh_Sidhwani	wd:Q7336726
dbr:Sing_When_You_u0027_re_Winning	wd:Q910334
dbr:Batman__u0026__Robin__u0028_film_u0029_	wd:Q276523
dbr:Dutch_people	wd:Q200569
dbr:The_Boy_with_the_Thorn_in_His_Side__u0028_song_u0029_	wd:Q3986086
dbr:Princess_Augusta_of_Hesse_u002D_Kassel	wd:Q62068
dbr:Rabies__u0028_Skinny_Puppy_album_u0029_	wd:Q7278724
dbr:24_Hour_Roadside_Resistance	wd:Q4631860
dbr:Margaret_Dumont	wd:Q254571
dbr:NAMA_Mia_u0021_	wd:Q6952295
dbr:Giannis_Karagiannis	wd:Q18928667
dbr:Julius_Wagner_u002D_Jauregg	wd:Q78479
dbr:MechCommander	wd:Q1644673
dbr:Funniest_Show_on_Earth	wd:Q3795167
dbr:The_Hollow_Hills	wd:Q3256063
dbr:The_Marseille_Contract	wd:Q1430568
dbr:Veliko_Tarnovo	wd:Q173474
dbr:Love_and_Anger__u0028_film_u0029_	wd:Q365028
dbr:Fabrice_Rouzier	wd:Q5428161
dbr:2010_Winter_Olympics	wd:Q9674
dbr:Amelia__u0028_film_u0029_	wd:Q461447
dbr:Ninaithale_Inikkum__u0028_1979_film_u0029_	wd:Q7038193
dbr:Come_Next_Spring	wd:Q5151195
dbr:Twist_of_Fate__u0028_Siobh_u00E1_n_Donaghy_song_u0029_	wd:Q1627387
dbr:U_u017E_ice	wd:Q59473
dbr:Lionel_Atwill	wd:Q575668
dbr:I_Love_You_u002C__Man	wd:Q958257
dbr:We_Had_It_All	wd:Q3566921
dbr:Europe__u0027_72	wd:Q1376298
dbr:Touching_from_a_Distance	wd:Q3100305
dbr:Edel_AG	wd:Q523563
dbr:Roja__u0028_actress_u0029_	wd:Q3520208
dbr:Siahkal_County	wd:Q2570976
dbr:Abdolhossein_Sepanta	wd:Q2821328
dbr:Loud_Records	wd:Q528124
dbr:Chic_u0021_	wd:Q18920895
dbr:Made_Men__u0028_film_u0029_	wd:Q696163
dbr:Beneath_the_Shadows	wd:Q4887195
dbr:The_Four_Poster__u0028_film_u0029_	wd:Q3831182
dbr:Ketia_Swanier	wd:Q3195605
dbr:Kyoto_University	wd:Q336264
dbr:Kona_Venkat	wd:Q6428713
dbr:_u0027_Til_There_Was_You	wd:Q232106
dbr:Evil_Angels__u0028_film_u0029_	wd:Q1249239
dbr:EA_Canada	wd:Q752317
dbr:Crockerella_lowei	wd:Q3137643
dbr:D_u002E_O_u002E_A_u002E___u0028_1950_film_u0029_	wd:Q585983
dbr:Luxembourg_City	wd:Q1842
dbr:Mujrim	wd:Q2353591
dbr:Wishes_u003A__A_Holiday_Album	wd:Q8027591
dbr:Shrapnel_Records	wd:Q1406986
dbr:Edwin_Adams_Davis	wd:Q16013183
dbr:Too_Old_to_Rock__u0027_n_u0027__Roll_u003A__Too_Young_to_Die_u0021_	wd:Q1459286
dbr:1234__u0028_Feist_song_u0029_	wd:Q2807261
dbr:Down_to_the_Sea_in_Ships__u0028_1949_film_u0029_	wd:Q2943987
dbr:William_Kingdon_Clifford	wd:Q323228
dbr:Dead_Man	wd:Q547189
dbr:McCabe__u0026__Mrs_u002E__Miller	wd:Q1423362
dbr:Soft_and_Wet	wd:Q1621173
dbr:K_u002E__N_u002E__Govindacharya	wd:Q6323646
dbr:Two_Rode_Together	wd:Q232234
dbr:Mario_Camerini	wd:Q53013
dbr:Amon_Wilds	wd:Q4747525
dbr:Road_Trip__u0028_film_u0029_	wd:Q841515
dbr:Flavien_Dupont	wd:Q3073473
dbr:The_Bubble__u0028_1966_film_u0029_	wd:Q7720450
dbr:X_u002D_Man__u0028_TV_series_u0029_	wd:Q485488
dbr:Ramanaa__u0028_film_u0029_	wd:Q3424368
dbr:Square_Enix	wd:Q207784
dbr:Shake_That	wd:Q2476534
dbr:Ocean_Harbour	wd:Q1535131
dbr:Guitar_Hero__u0028_video_game_u0029_	wd:Q116578
dbr:AG_Vulcan_Stettin	wd:Q292745
dbr:Lee_Gilmour	wd:Q6513676
dbr:A_French_Mistress	wd:Q2819753
dbr:Thelma_Schoonmaker	wd:Q166887
dbr:University_of_Vienna	wd:Q165980
dbr:Mieszko_I_of_Poland	wd:Q53435
dbr:Isaiah_Williams	wd:Q6078611
dbr:Fantastic_Planet	wd:Q477687
dbr:Giya_Kancheli	wd:Q348652
dbr:Harriet_Hoctor	wd:Q2244233
dbr:J_Records	wd:Q121698
dbr:Halfway_House__u0028_novel_u0029_	wd:Q3821675
dbr:Wes_Craven	wd:Q223992
dbr:John_Quidor	wd:Q3182324
dbr:Christian_Fechner	wd:Q2086266
dbr:August_Michaelis	wd:Q71590
dbr:Chuck_Versus_the_Dream_Job	wd:Q5115775
dbr:Plus_grandir	wd:Q3392704
dbr:Momo__u0028_2001_film_u0029_	wd:Q3319768
dbr:Jay_Z	wd:Q62766
dbr:Moment_of_Forever	wd:Q6897125
dbr:Utah_County_u002C__Utah	wd:Q27229
dbr:Jerome_Lane	wd:Q587071
dbr:Bass_guitar	wd:Q46185
dbr:The_Message__u0028_Animorphs_u0029_	wd:Q7751123
dbr:Gmina_Warta_Boles_u0142_awiecka	wd:Q2383408
dbr:Asa_Bird_Gardiner	wd:Q4803105
dbr:Secret_Agent__u0028_1936_film_u0029_	wd:Q510595
dbr:One_Time_for_Me	wd:Q7093291
dbr:Poor_as_a_Church_Mouse	wd:Q14952543
dbr:Bundles__u0028_album_u0029_	wd:Q4994441
dbr:Love_Storm	wd:Q6691341
dbr:Where_Is_the_Friend_u0027_s_Home_u0025_3F	wd:Q2308266
dbr:Casanova__u0028_2005_film_u0029_	wd:Q942958
dbr:9__u0028_2009_animated_film_u0029_	wd:Q685785
dbr:Air_Force_Distinguished_Service_Medal	wd:Q2731483
dbr:The_Brothers_Schellenberg	wd:Q13522584
dbr:Gangrene__u0028_album_u0029_	wd:Q5521183
dbr:Winds_of_Chance	wd:Q4020368
dbr:Holloway_Road_tube_station	wd:Q1624885
dbr:Jules_Dassin	wd:Q260969
dbr:Cornelis_de_Witt	wd:Q249292
dbr:Pedro_Almod_u00F3_var	wd:Q55171
dbr:Kazan__u0028_Volga_region_u0029__Federal_University	wd:Q113788
dbr:Metello	wd:Q645490
dbr:Hard_Time_for_Princes	wd:Q3821881
dbr:Hello__u0028_Adele_song_u0029_	wd:Q21172725
dbr:You_Win_or_You_Die	wd:Q8057631
dbr:Thelonious_Monk	wd:Q109612
dbr:Hugh_Franklin__u0028_suffragist_u0029_	wd:Q15989988
dbr:Butterflies_and_Hurricanes	wd:Q2085127
dbr:Hold_It_Down__u0028_Das_EFX_album_u0029_	wd:Q6801536
dbr:Twisted_into_Form	wd:Q7858559
dbr:The_Apparition	wd:Q4536024
dbr:Tom_u00E1__u0161__Slov_u00E1_k	wd:Q386752
dbr:Vicente_Fern_u00E1_ndez	wd:Q119069
dbr:David_A_u002E__Frank_u002D_Kamenetskii	wd:Q2497317
dbr:The_View__u0028_U_u002E_S_u002E__TV_series_u0029_	wd:Q1197928
dbr:Billion_Dollar_Brain	wd:Q1629310
dbr:The_Concert_for_Bangladesh__u0028_film_u0029_	wd:Q3520375
dbr:Mikhail_Panin	wd:Q4344010
dbr:Tomcattin_u0027_	wd:Q5393757
dbr:The_Counterfeit_Traitor	wd:Q908713
dbr:Bokura_no_Machi_de	wd:Q2062430
dbr:Frank_Albertson	wd:Q3082484
dbr:Dharmakshetre_Kurukshetre	wd:Q5269276
dbr:Mad_Dog_and_Glory	wd:Q1547390
dbr:The_Dunwich_Horror__u0028_film_u0029_	wd:Q2034542
dbr:Julius_Caesar_Against_the_Pirates	wd:Q3769588
dbr:Tommy__u0028_1975_film_u0029_	wd:Q1419797
dbr:The_South_Park_Psycho	wd:Q7765555
dbr:Bridget_Jones_u003A__The_Edge_of_Reason__u0028_film_u0029_	wd:Q843612
dbr:Runaway_Train__u0028_film_u0029_	wd:Q1137213
dbr:The_Palm_Beach_Story	wd:Q391515
dbr:Roy_Webb	wd:Q1367973
dbr:Connected__u0028_film_u0029_	wd:Q2483961
dbr:Naren_Ray	wd:Q6965758
dbr:Where_the_Sidewalk_Ends	wd:Q1398816
dbr:Imperivm_u003A__Great_Battles_of_Rome	wd:Q1087235
dbr:Rock_All_Night	wd:Q2341889
dbr:Welcome_to_the_Hellmouth	wd:Q2902031
dbr:Three_for_the_Chair	wd:Q3819423
dbr:Annie__u0028_2014_film_u0029_	wd:Q15039835
dbr:King_John_u0027_s_Castle__u0028_Limerick_u0029_	wd:Q2533198
dbr:Waiting__u0028_Green_Day_song_u0029_	wd:Q1256697
dbr:South_Park_u003A__Bigger_u002C__Longer__u0026__Uncut	wd:Q656118
dbr:Sheila_Camerer	wd:Q3481747
dbr:Automatic__u0028_The_Jesus_and_Mary_Chain_album_u0029_	wd:Q976007
dbr:World_in_Motion	wd:Q1342453
dbr:Mikk_Mikiver	wd:Q2785279
dbr:Eega	wd:Q3234794
dbr:Chris_Camden	wd:Q5106070
dbr:Pick_Me_u002C__Honey_u0021_	wd:Q7190698
dbr:The_Black_Donnellys	wd:Q946683
dbr:Injakkadan_Mathai__u0026__Sons	wd:Q6034266
dbr:Girl__u0028_Beck_song_u0029_	wd:Q5564333
dbr:Second_Round_u0027_s_on_Me	wd:Q1783393
dbr:Odette__u0028_film_u0029_	wd:Q3349169
dbr:How_to_Be_Very_u002C__Very_Popular	wd:Q1767637
dbr:Hop_u002D_Along_Cassidy	wd:Q280997
dbr:Treasure_Planet	wd:Q392530
dbr:Republican_Party_of_Minnesota	wd:Q7314659
dbr:If_a_Body_Meets_a_Body	wd:Q5991062
dbr:Sign_of_the_Pagan	wd:Q628492
dbr:The_Big_Sleep__u0028_1946_film_u0029_	wd:Q1137931
dbr:Hermanas	wd:Q5740455
dbr:Sony_Lab_u0027_ou_Tansi	wd:Q983273
dbr:Catherine_Zeta_u002D_Jones	wd:Q47664
dbr:Claude_Lelouch	wd:Q295093
dbr:Hell_Comes_to_Quahog	wd:Q2064382
dbr:Mamma_mia_u002C__che_impressione_u0021_	wd:Q3844157
dbr:John_Saxon__u0028_actor_u0029_	wd:Q470591
dbr:Slovene_language	wd:Q9063
dbr:Giancarlo_Ligabue	wd:Q3762885
dbr:When__u0028_Shania_Twain_song_u0029_	wd:Q7992410
dbr:Anton_Chekhov	wd:Q5685
dbr:Odell_Pollard	wd:Q7077651
dbr:Jodi_No_u002E_1	wd:Q12429457
dbr:Illinois	wd:Q1204
dbr:Sri_Rama_Rajyam	wd:Q1133230
dbr:Xiao_Wu	wd:Q3570966
dbr:Hello_Starling	wd:Q5708894
dbr:Lemony_Snicket_u0027_s_A_Series_of_Unfortunate_Events	wd:Q116905
dbr:Christian_Friedrich__u0028_baseball_u0029_	wd:Q5109625
dbr:Pierfrancesco_Favino	wd:Q555241
dbr:Double_Take__u0028_2001_film_u0029_	wd:Q661809
dbr:Frank_Lloyd	wd:Q28941
dbr:Il_Diavolo_in_convento	wd:Q3793789
dbr:Idiots_Are_People_Two_u0021_	wd:Q5989040
dbr:Don_u0027_t_Fall_in_Love_with_Everyone_You_See	wd:Q3713428
dbr:For_You__u0028_Staind_song_u0029_	wd:Q5466950
dbr:Shochiku	wd:Q122549
dbr:Scooby_u002D_Doo_u0021__Mystery_Incorporated	wd:Q680462
dbr:Stroke	wd:Q12202
dbr:Glenn_Robinson	wd:Q926311
dbr:Brian_Boucher	wd:Q911928
dbr:The_Lesser_Evil__u0028_1998_film_u0029_	wd:Q3951781
dbr:Kim_Cattrall	wd:Q209175
dbr:Dirt_u003A__Showdown	wd:Q2615485
dbr:Lucky_Jim__u0028_1957_film_u0029_	wd:Q6697919
dbr:So_Sweet_u002E__u002E__u002E__So_Perverse	wd:Q3695854
dbr:This_Angry_Age	wd:Q2885006
dbr:Union_Station__u0028_film_u0029_	wd:Q3819802
dbr:Ravi_K_u002E__Chandran	wd:Q3930583
dbr:Santa_Fe_Province	wd:Q44823
dbr:The_Eiger_Sanction__u0028_film_u0029_	wd:Q602522
dbr:Barry_Malkin	wd:Q809066
dbr:Speak_Softly_u002C__Love	wd:Q385064
dbr:Master_System	wd:Q209868
dbr:Mano_Po_6_u003A__A_Mother_u0027_s_Love	wd:Q17060490
dbr:Theresa_u003A__The_Body_of_Christ	wd:Q9086110
dbr:Mysterious_Island__u0028_1961_film_u0029_	wd:Q212675
dbr:Madagascar	wd:Q1019
dbr:Bride_of_the_Regiment	wd:Q2006294
dbr:Millions_of_Dead_Cops__u0028_album_u0029_	wd:Q3858018
dbr:Lucio_Fontana	wd:Q312392
dbr:Esther_Ralston	wd:Q448594
dbr:Fire_with_Fire__u0028_2012_film_u0029_	wd:Q1057433
dbr:Love_Comes_Softly	wd:Q3111087
dbr:Bileh_Savar_County	wd:Q1277796
dbr:A_Man_Could_Get_Killed	wd:Q966926
dbr:3_Ninjas_Kick_Back__u0028_video_game_u0029_	wd:Q1987042
dbr:Jakob_the_Liar	wd:Q240894
dbr:Ashikaga_u002C__Tochigi	wd:Q374477
dbr:What_a_Widow_u0021_	wd:Q7991562
dbr:A_Matter_of_Dignity	wd:Q3072311
dbr:Ann_McLane_Kuster	wd:Q3917208
dbr:Bits_and_Pieces__u0028_1996_film_u0029_	wd:Q3793454
dbr:Imitation_of_Life__u0028_song_u0029_	wd:Q1659871
dbr:Polk_County_u002C__Florida	wd:Q501043
dbr:Cedric_Gervais	wd:Q5057106
dbr:Milwaukee_Bucks	wd:Q169637
dbr:Chris_Chester__u0028_rugby_league_u0029_	wd:Q5106145
dbr:Service_de_Luxe	wd:Q3480123
dbr:Voices__u0028_Disturbed_song_u0029_	wd:Q1445635
dbr:Fanny_Rask	wd:Q16596885
dbr:Columbus_Circle__u0028_film_u0029_	wd:Q3381943
dbr:Partisans__u0028_novel_u0029_	wd:Q2187252
dbr:Let_It_Rain__u0028_Mark_Chesnutt_song_u0029_	wd:Q6532781
dbr:Thicke_of_the_Night	wd:Q7783941
