dbr:Hkamti_District	wd:Q15224287
dbr:Flower_Drum_Song__u0028_film_u0029_	wd:Q926825
dbr:Pieter_de_Neyn	wd:Q970752
dbr:Aldo_Trionfo	wd:Q3609353
dbr:The_Big_Empty__u0028_2005_film_u0029_	wd:Q7717615
dbr:John_Erick_Dowdle	wd:Q3181441
dbr:Voyage__u0028_novel_u0029_	wd:Q3563298
dbr:Kohlhiesel_u0027_s_Daughters__u0028_1930_film_u0029_	wd:Q17018393
dbr:Cobra_Woman	wd:Q1993181
dbr:Rabid_Dog	wd:Q16743869
dbr:Jan_Vermeer_van_Haarlem_the_Elder	wd:Q3159680
dbr:Lyle_Lovett	wd:Q543637
dbr:Scott_Yancey	wd:Q16751508
dbr:Annie_Ducaux	wd:Q2851649
dbr:Trypeta	wd:Q7848589
dbr:Washington_State_Cougars_men_u0027_s_basketball	wd:Q3720211
dbr:Jyothika	wd:Q2749279
dbr:Transition__u0028_Ryan_Leslie_album_u0029_	wd:Q7834390
dbr:Odostomia_nicoyana	wd:Q7078206
dbr:Stava	wd:Q2264729
dbr:Isolate_and_Medicate	wd:Q17014641
dbr:MacArthur_Fellows_Program	wd:Q1543268
dbr:Phantom_2040	wd:Q2184164
dbr:Steven_Seagal	wd:Q82110
dbr:Ruby__u0028_1977_film_u0029_	wd:Q7376250
dbr:The_Oogieloves_in_the_Big_Balloon_Adventure	wd:Q3988563
dbr:Rock_u0027_n_Roll_Band	wd:Q4019276
dbr:Decoding_Deepak	wd:Q5249544
dbr:Room_666	wd:Q2288599
dbr:Dancing_Queen	wd:Q870786
dbr:Fish_Tank__u0028_film_u0029_	wd:Q557596
dbr:Alex_Thomson__u0028_cinematographer_u0029_	wd:Q489174
dbr:El_Dorado__u0028_1963_film_u0029_	wd:Q5351163
dbr:Frankenstein_Island	wd:Q13512003
dbr:The_Yes_Album	wd:Q3295988
dbr:Conan_the_Barbarian__u0028_1982_novel_u0029_	wd:Q5158149
dbr:Randolph_Childress	wd:Q1419688
dbr:Piero_Piccioni	wd:Q1665575
dbr:The_Zouave	wd:Q7776916
dbr:Daddy_Day_Care	wd:Q980223
dbr:Time_on_Earth	wd:Q3279009
dbr:The_Dark_Room__u0028_Walters_novel_u0029_	wd:Q7728987
dbr:Nandamuri_Balakrishna	wd:Q6963169
dbr:Franco_Franchi	wd:Q555490
dbr:Don_u0027_t_Care_High	wd:Q5291505
dbr:Neat_Neat_Neat	wd:Q6984476
dbr:Gattaca	wd:Q491800
dbr:Melvin_Frank	wd:Q41131
dbr:Al_Jourgensen	wd:Q713807
dbr:Sean_Marks	wd:Q2518209
dbr:You_u0027_re_in_the_Navy_Now	wd:Q3214106
dbr:Evgeny_Lapenkov	wd:Q506443
dbr:Stockton_u002D_on_u002D_Tees	wd:Q989418
dbr:Scandal__u0028_1989_film_u0029_	wd:Q303391
dbr:Royal_Academy_of_Dramatic_Art	wd:Q523926
dbr:Band_of_Angels	wd:Q2856498
dbr:They_Knew_Mr_u002E__Knight__u0028_film_u0029_	wd:Q7783722
dbr:Teo_Torriatte__u0028_Let_Us_Cling_Together_u0029_	wd:Q943353
dbr:Gentleman_u0027_s_Agreement	wd:Q898840
dbr:Dickinson_College	wd:Q1210045
dbr:Raj_Chetty	wd:Q1153274
dbr:Penguin_Group	wd:Q3374730
dbr:Al_Quraishyah_District	wd:Q4118316
dbr:Original_Sin__u0028_James_novel_u0029_	wd:Q3863265
dbr:Twelve__u0028_2010_film_u0029_	wd:Q1576744
dbr:Black_Tie_White_Noise	wd:Q1754088
dbr:The_Candlelight_Years	wd:Q1423292
dbr:Waltz__u0028_Star_Trek_u003A__Deep_Space_Nine_u0029_	wd:Q7966822
dbr:Chris_Schenkel	wd:Q1077729
dbr:Love_and_a__u002E_45	wd:Q1872448
dbr:Edward_Higgins__u0028_Confederate_general_u0029_	wd:Q5343448
dbr:Brian_Kelly__u0028_actor_u0029_	wd:Q769991
dbr:Water_Lilies__u0028_1919_u0029_	wd:Q7973309
dbr:Backdraft__u0028_film_u0029_	wd:Q499371
dbr:Columbus_Blue_Jackets	wd:Q207507
dbr:Barrett__u0028_album_u0029_	wd:Q302370
dbr:Heiko_Gentzel	wd:Q1594657
dbr:It_Happened_Tomorrow	wd:Q2393215
dbr:In_the_Dough	wd:Q12125047
dbr:Galkyny_u015F__District	wd:Q4132673
dbr:Remember_u0025_3F__u0028_1939_film_u0029_	wd:Q527654
dbr:Love_Is_a_Battlefield	wd:Q1377726
dbr:I_u0027_m_Your_Angel	wd:Q4922282
dbr:The_Mephisto_Waltz	wd:Q610945
dbr:Department_of_Youth__u0028_song_u0029_	wd:Q5260537
dbr:The_Garden_of_Earthly_Delights__u0028_2004_film_u0029_	wd:Q6988417
dbr:Leslie_Harvey	wd:Q324376
dbr:Gabriel_Landeskog	wd:Q715421
dbr:Two_People__u0028_film_u0029_	wd:Q2927264
dbr:Sone_Pe_Suhaaga	wd:Q7560923
dbr:Georg_Trakl	wd:Q78476
dbr:Special_Needs__u0028_Placebo_song_u0029_	wd:Q2745513
dbr:Fredrik_Nordstr_u00F6_m	wd:Q2457132
dbr:Race__u0028_2016_film_u0029_	wd:Q17515125
dbr:Marillion	wd:Q678410
dbr:Faust__u0028_1926_film_u0029_	wd:Q672480
dbr:The_Judas_Window	wd:Q6581958
dbr:Harry_Callahan__u0028_character_u0029_	wd:Q73823
dbr:Naoki_Yoshida	wd:Q6964576
dbr:Dreaming_Lips__u0028_1932_film_u0029_	wd:Q989970
dbr:Jisei__u0028_video_game_series_u0029_	wd:Q1544643
dbr:University_of_Hamburg	wd:Q156725
dbr:The_Return_of_the_Los_Palmas_7	wd:Q7760452
dbr:Girija__u0028_actress_u0029_	wd:Q5564269
dbr:Changes__u0028_Keni_Burke_album_u0029_	wd:Q5071930
dbr:Battle_of_Guam__u0028_1941_u0029_	wd:Q699897
dbr:His_New_Profession	wd:Q2367759
dbr:Do_Nambar_Ke_Amir	wd:Q5286143
dbr:Murray_Leinster	wd:Q550449
dbr:Rainatou_Sow	wd:Q16222480
dbr:Fay_Coyle	wd:Q2056646
dbr:Thoovalsparsham	wd:Q7796004
dbr:It_Takes_a_Village_Idiot_u002C__and_I_Married_One	wd:Q4041663
dbr:Chrysalis_Records	wd:Q1088453
dbr:Last_Train_from_Gun_Hill	wd:Q1199445
dbr:Alexander_Streltsov	wd:Q1573024
dbr:Soundarya	wd:Q3501376
dbr:Respect_My_Conglomerate	wd:Q3933449
dbr:A_Date_with_the_Falcon	wd:Q4656269
dbr:American_International_Pictures	wd:Q465224
dbr:Firuzabad_u002D_e_Sofla	wd:Q4252603
dbr:James_Mason	wd:Q209186
dbr:I_Know_You_u0027_re_Out_There_Somewhere	wd:Q3790283
dbr:Norma_Jean__u0026__Marilyn	wd:Q1558697
dbr:Park_Chan_u002D_wook	wd:Q315484
dbr:Love_Will_Keep_Us_Alive	wd:Q2570461
dbr:Two_Weeks_in_Another_Town	wd:Q59240
dbr:The_League_of_Gentlemen_u0027_s_Apocalypse	wd:Q3489821
dbr:Devil_Face_u002C__Angel_Heart	wd:Q5267289
dbr:Herbert_Ross	wd:Q711415
dbr:A_Scene_at_the_Sea	wd:Q1157019
dbr:It_u0027_s_a_Long_Way_to_the_Top__u0028_If_You_Wanna_Rock__u0027_n_u0027__Roll_u0029_	wd:Q2550514
dbr:The_Willies	wd:Q7775001
dbr:Kexi	wd:Q1537053
dbr:Fast_Food_Nation__u0028_film_u0029_	wd:Q770000
dbr:Haris_Tahirovi_u0107_	wd:Q5657785
dbr:Beaverbrook_Art_Gallery	wd:Q3094641
dbr:Giourkas_Seitaridis	wd:Q299238
dbr:Jack_u002C__Knave_and_Fool	wd:Q6110867
dbr:The_Book_of_Eli	wd:Q274529
dbr:University_of_Leeds	wd:Q503424
dbr:Dead_and_Alive__u0028_Koontz_novel_u0029_	wd:Q5245451
dbr:Pinto_Colvig	wd:Q945591
dbr:Sylvia_Rafael	wd:Q446320
dbr:Douglas_Sirk	wd:Q60858
dbr:College_Hoops_2K7	wd:Q5146447
dbr:Help_u0021__I_u0027_m_a_Fish	wd:Q142637
dbr:Tarzan_Escapes	wd:Q1469134
dbr:Shankar_Jaikishan	wd:Q3631402
dbr:Antastulu	wd:Q4771062
dbr:Roger_Birnbaum	wd:Q945551
dbr:Face_to_Face__u0028_1952_film_u0029_	wd:Q428909
dbr:Rent_u002D_a_u002D_Cop__u0028_film_u0029_	wd:Q1515747
dbr:Margaret_Booth	wd:Q508875
dbr:The_Walking_Dead__u0028_1936_film_u0029_	wd:Q2582444
dbr:Caboblanco	wd:Q263714
dbr:Sixteen_Saltines	wd:Q7533062
dbr:Amur_Khabarovsk	wd:Q481725
dbr:The_Chase__u0028_Desperate_Housewives_u0029_	wd:Q606610
dbr:Miles_Malleson	wd:Q440360
dbr:Come_Fly_with_Me__u0028_Frank_Sinatra_album_u0029_	wd:Q767123
dbr:Daniel_Carleton_Gajdusek	wd:Q108576
dbr:DreamWorks_Animation	wd:Q500088
dbr:SM_U_u002D_59	wd:Q2207330
dbr:Vyacheslav_Belov__u0028_hockey_u0029_	wd:Q1698403
dbr:The_Roue_u0027_s_Heart	wd:Q3522553
dbr:Eyre_Massey_Shaw	wd:Q5422991
dbr:When_the_Sacred_Ginmill_Closes	wd:Q7993024
dbr:Jean_Eustache	wd:Q966198
dbr:Wild_Geese_Calling	wd:Q3018734
dbr:Past_Mortem	wd:Q7142911
dbr:Joe_Motzko	wd:Q587632
dbr:The_Intercontinentals	wd:Q7742263
dbr:Bradford_Bulls	wd:Q2352689
dbr:100_Days__u0028_1991_film_u0029_	wd:Q665022
dbr:Marshall_Herskovitz	wd:Q925604
dbr:Off_the_Reservation	wd:Q7078992
dbr:Superfuzz_Bigmuff_Plus_Early_Singles	wd:Q1756337
dbr:Breaking_Up__u0028_film_u0029_	wd:Q903854
dbr:Omkara__u0028_2004_film_u0029_	wd:Q7090236
dbr:Do_Matwale	wd:Q5286111
dbr:Abraham_Pineo_Gesner	wd:Q330006
dbr:Big_Jim_McLain	wd:Q3847937
dbr:Boaz_Davidson	wd:Q887614
dbr:Pasi_Petril_u00E4_inen	wd:Q4412480
dbr:Live_at_Wembley_July_16_u002C__1988	wd:Q43733
dbr:Fred_Murphy__u0028_cinematographer_u0029_	wd:Q1003717
dbr:The_Walk__u0028_Eurythmics_song_u0029_	wd:Q7773262
dbr:The_Blues_Brothers__u0028_film_u0029_	wd:Q109767
dbr:The_Assassin_of_Rome	wd:Q3769016
dbr:Faustino_F_u00E9_lix_Ch_u00E1_vez	wd:Q16196928
dbr:LeMoyne_u2013_Owen_College	wd:Q6506386
dbr:The_Departed	wd:Q172975
dbr:Mark_Welland	wd:Q6770283
dbr:Kani_u002C__Shwegu	wd:Q15233509
dbr:KRDO__u0028_AM_u0029_	wd:Q6336604
dbr:The_Ernie_Kovacs_Show	wd:Q7732381
dbr:Mighty_Aphrodite	wd:Q1354109
dbr:Doug_Laughton	wd:Q5300652
dbr:Agents_of_S_u002E_H_u002E_I_u002E_E_u002E_L_u002E_D_u002E_	wd:Q537911
dbr:Bread_u002C__Love_and_Jealousy	wd:Q1585239
dbr:White_Palace__u0028_film_u0029_	wd:Q1472274
dbr:Kay_Panabaker	wd:Q236846
dbr:Music_and_Its_Double	wd:Q719531
dbr:Eriksm_u00E5_la	wd:Q3026734
dbr:James_Ensor	wd:Q158840
dbr:Shabana_Azmi	wd:Q465863
dbr:Bandini__u0028_film_u0029_	wd:Q806318
dbr:Primeval__u0028_Buffy_the_Vampire_Slayer_u0029_	wd:Q2836562
dbr:I_u0027_m_a_Born_Liar	wd:Q5966926
dbr:If_You_Could_See_What_I_Hear	wd:Q5990883
dbr:Easy_Rider	wd:Q503638
dbr:The_Devil_Dancer	wd:Q2410828
dbr:Cutting_Room_Floor	wd:Q5196992
dbr:Old_Ironsides__u0028_film_u0029_	wd:Q7084279
dbr:Black_Rain__u0028_Soundgarden_song_u0029_	wd:Q1703371
dbr:Kindergarten_Cop	wd:Q257630
dbr:Western_Cape	wd:Q127167
dbr:John_5__u0028_guitarist_u0029_	wd:Q449658
dbr:Horseshoes__u0028_film_u0029_	wd:Q1652327
dbr:Vishnu__u0028_1995_film_u0029_	wd:Q7935965
dbr:Miss_You__u0028_The_Rolling_Stones_song_u0029_	wd:Q2312462
dbr:Bologna	wd:Q1891
dbr:Roberto_Roberti	wd:Q3436964
dbr:Keith_Knight__u0028_footballer_u0029_	wd:Q6384608
dbr:Queen_u0027_s_University_Belfast	wd:Q877925
dbr:Best_of_the_Badmen	wd:Q10729295
dbr:Kathmandu_District	wd:Q797472
dbr:Black_City__u0028_film_u0029_	wd:Q77597
dbr:Kimi_no_Tame_ni_Boku_ga_Iru	wd:Q2760160
dbr:Houma_u002C__Louisiana	wd:Q388503
dbr:Simran__u0028_actress_u0029_	wd:Q3523130
dbr:Secrets__u0028_Allan_Holdsworth_album_u0029_	wd:Q7444461
dbr:Things_to_Do_in_Denver_When_You_u0027_re_Dead	wd:Q1169589
dbr:Ghetto_Musick__u002F__Prototype	wd:Q5556555
dbr:Lillian_Gish	wd:Q104183
dbr:Un_apprezzato_professionista_di_sicuro_avvenire	wd:Q4003676
dbr:University_of_Houston	wd:Q1472358
dbr:Parasite__u0028_Heroes_u0029_	wd:Q750367
dbr:Somebody_u0027_s_Somebody	wd:Q7559535
dbr:Let_u0027_s_Get_Away	wd:Q3830975
dbr:Carlo_Galimberti	wd:Q1042182
dbr:Nikolai_Tikhonov	wd:Q315518
dbr:Ren_u00E9__L_u00E9_pine	wd:Q7313755
dbr:Defensive_tackle	wd:Q2550304
dbr:Michel_Serrault	wd:Q318088
dbr:The_Speckled_Band__u0028_1931_film_u0029_	wd:Q7765756
dbr:Cruzeiro_Esporte_Clube	wd:Q188277
dbr:Booty_Wurk__u0028_One_Cheek_at_a_Time_u0029_	wd:Q4944108
dbr:Choreutis_ornaticornis	wd:Q16751333
dbr:Grover_Jones	wd:Q774116
dbr:Alberto_Sordi	wd:Q50003
dbr:Ashgabat	wd:Q23438
dbr:Some_Might_Say	wd:Q151755
dbr:This_Side_of_Heaven	wd:Q18636622
dbr:Action_in_Arabia	wd:Q4677213
dbr:April_Winchell	wd:Q2335794
dbr:Hansel__u0026__Gretel_u003A__Witch_Hunters	wd:Q498287
dbr:Top_Gun	wd:Q110138
dbr:The_Elder_Scrolls_Online	wd:Q1188904
dbr:The_Misfortune_Cookie	wd:Q7751717
dbr:Celtic_Pride	wd:Q1171263
dbr:Salamband_u00E9_	wd:Q7403572
dbr:2000_Watts	wd:Q3598040
dbr:Antonello_Grimaldi	wd:Q456710
dbr:Onderbanken	wd:Q9786
dbr:Jake_Bugg	wd:Q1320912
dbr:Flame_of_Barbary_Coast	wd:Q942224
dbr:Spencer_Halpin_u0027_s_Moral_Kombat	wd:Q7576066
dbr:William_Johnson_Sollas	wd:Q547384
dbr:Sergey_Biryuzov	wd:Q48055
dbr:Anthony_Bitetto	wd:Q17385659
dbr:Roy_Rowland__u0028_film_director_u0029_	wd:Q541764
dbr:Edward_Black__u0028_producer_u0029_	wd:Q5341908
dbr:Stage_Door	wd:Q1020603
dbr:Steve_Sviggum	wd:Q7614079
dbr:Worlock	wd:Q8036836
dbr:Lamar_High_School__u0028_Arlington_u002C__Texas_u0029_	wd:Q6480865
dbr:Star_General	wd:Q7600727
dbr:Nero_u0027_s_Weekend	wd:Q3236186
dbr:Jennifer_Beals	wd:Q181229
dbr:You_Can_u0027_t_Fix_This	wd:Q20925639
dbr:Penny_Gold	wd:Q43911
dbr:Somebody__u0028_Mark_Wills_song_u0029_	wd:Q7559539
dbr:Marco_Bellocchio	wd:Q53010
dbr:Aqua_Teen_Hunger_Force	wd:Q622946
dbr:Lift_Off__u0028_song_u0029_	wd:Q2698498
dbr:Boku_wa_Kuma	wd:Q2762206
dbr:Moondance_Alexander	wd:Q2717510
dbr:June_Mathis	wd:Q251303
dbr:Tom_Brown__u0028_actor_u0029_	wd:Q2439545
dbr:ANTI_u002D_	wd:Q295794
dbr:Paul_Czinner	wd:Q215036
dbr:They_Call_Me_Mister_Tibbs_u0021_	wd:Q2437383
dbr:Nithin	wd:Q7041296
dbr:Australian_Academy_of_Science	wd:Q514105
dbr:Innocent__u0028_actor_u0029_	wd:Q6035995
dbr:Peugeot_604	wd:Q179308
dbr:Callaway_Went_Thataway	wd:Q5021804
dbr:The_Dollar_u002D_a_u002D_Year_Man	wd:Q7730570
dbr:Pony_Canyon	wd:Q513712
dbr:Chris_Cornell	wd:Q270935
dbr:Corsino_Fortes	wd:Q2998046
dbr:Namak_Haraam	wd:Q3417337
dbr:Mitch_Kupchak	wd:Q616436
dbr:The_Simpsons_Guy	wd:Q17487808
dbr:Pezizomycetes	wd:Q843232
dbr:Nathoon	wd:Q18391580
dbr:Rajput__u0028_film_u0029_	wd:Q7286400
dbr:Nayakan__u0028_1987_film_u0029_	wd:Q3181879
dbr:Near_Nadir	wd:Q12040480
dbr:Brian_Griffin_u0027_s_House_of_Payne	wd:Q4035411
dbr:Joan_the_Woman	wd:Q1516837
dbr:Wild_Company	wd:Q3568110
dbr:Stimulantia	wd:Q222633
dbr:Shiawase_No_Iro	wd:Q7495989
dbr:Mimic__u0028_film_u0029_	wd:Q1423555
dbr:La_prima_notte_di_quiete	wd:Q586766
dbr:Dirk_Stettner	wd:Q1228090
dbr:Songs_to_Burn_Your_Bridges_By	wd:Q7561621
dbr:Romanzo_di_un_giovane_povero	wd:Q733016
dbr:Kill_Bill_u003A__Volume_1	wd:Q165325
dbr:Koothara	wd:Q17067729
dbr:The_Great_Salt_Lake	wd:Q7737922
dbr:Laura_Pausini	wd:Q170697
dbr:G_u002D_Unit_Records	wd:Q919701
dbr:Don_Megowan	wd:Q1239330
dbr:Aldo_Fabrizi	wd:Q55450
dbr:42nd_Street__u0028_film_u0029_	wd:Q44662
dbr:Truly_Fine_Citizen	wd:Q7847667
dbr:Kirk_Wilson	wd:Q3197389
dbr:Adhisaya_Manithan	wd:Q3998
dbr:Successful__u0028_song_u0029_	wd:Q3976560
dbr:Dino_Medjedovic	wd:Q15857336
dbr:Radical_Party__u0028_Chile_u0029_	wd:Q1759368
dbr:Junior_Doctors_u003A__Your_Life_in_Their_Hands	wd:Q6313229
dbr:Sword_of_Aragon	wd:Q7659292
dbr:Halifax_u002C__West_Yorkshire	wd:Q826561
dbr:Emmylou_Harris	wd:Q231286
dbr:Meudon	wd:Q234735
dbr:Lose_My_Breath	wd:Q2081319
dbr:Of_Late_I_Think_of_Cliffordville	wd:Q2684213
dbr:A_Thorn_in_the_Heart	wd:Q46609
dbr:Angels__u0026__Demons__u0028_film_u0029_	wd:Q192934
dbr:Byzantine_Empire	wd:Q12544
dbr:The_Professional_Secrets_of_Dr_u002E__Apfelgluck	wd:Q3235385
dbr:O_Kadhal_Kanmani	wd:Q18210077
dbr:The_Private_Files_of_J_u002E__Edgar_Hoover	wd:Q7758401
dbr:The_Dame_Was_Loaded	wd:Q7728780
dbr:Iso__u0028_genus_u0029_	wd:Q148320
dbr:Jim_Ray__u0028_basketball_u0029_	wd:Q6197670
dbr:The_BFG__u0028_2016_film_u0029_	wd:Q19689203
dbr:Manhattan_Murder_Mystery	wd:Q1133277
dbr:Nights_of_Ballads__u0026__Blues	wd:Q3876802
dbr:The_Whip__u0028_band_u0029_	wd:Q1078032
dbr:My_Day_Will_Come	wd:Q6945234
dbr:Cliff_Robertson	wd:Q181899
dbr:Calling_Dr_u002E__Gillespie	wd:Q5022158
dbr:Kassel	wd:Q2865
dbr:Ludwig_Quidde	wd:Q76696
dbr:The_Red_Shoes__u0028_1948_film_u0029_	wd:Q625780
dbr:Cricket	wd:Q5375
dbr:Mauiloa	wd:Q6792394
dbr:Lisztomania__u0028_film_u0029_	wd:Q1755241
dbr:Frank_R_u002E__Wallace	wd:Q907720
dbr:Suspense__u0028_1930_film_u0029_	wd:Q7649199
dbr:The_Deep_Six	wd:Q3604710
dbr:Peter_I_of_Serbia	wd:Q211827
dbr:The_Fiddler_of_Florence	wd:Q13576912
dbr:Pink_Flamingos	wd:Q1140590
dbr:Yeh_Jo_Mohabbat_Hai	wd:Q8051199
dbr:Son_of_the_Gods	wd:Q7560699
dbr:Aaytha_Ezhuthu	wd:Q2820123
dbr:F_u002E__E_u002E__Smith_u002C__1st_Earl_of_Birkenhead	wd:Q333683
dbr:Mary_Lee_Woods	wd:Q16492
dbr:You_Took_All_the_Ramblin_u0027__Out_of_Me	wd:Q8057556
dbr:Blagoje_Brati_u0107_	wd:Q4923869
dbr:Agneepath__u0028_2012_film_u0029_	wd:Q3595073
dbr:The_Rising_of_the_Moon__u0028_film_u0029_	wd:Q2059207
dbr:Snoop_u0027_s_Upside_Ya_Head	wd:Q1359664
dbr:When_Somebody_Loves_You__u0028_Alan_Jackson_song_u0029_	wd:Q7992745
dbr:Robin_Gray__u0028_Australian_politician_u0029_	wd:Q7352429
dbr:David_Warner__u0028_actor_u0029_	wd:Q363271
dbr:I_Live_in_Fear	wd:Q2273270
dbr:The_Ersatz_Elevator	wd:Q2035626
dbr:Kidnapped__u0028_1938_film_u0029_	wd:Q3226031
dbr:Buffy_the_Vampire_Slayer	wd:Q183513
dbr:Hema_Malini	wd:Q33635
dbr:Mel_Blanc	wd:Q349690
dbr:Relentless_Records	wd:Q4653585
dbr:Camarillo_Brillo	wd:Q572971
dbr:Streets_of_Laredo__u0028_miniseries_u0029_	wd:Q531922
dbr:Sub_u002D_prefectures_of_Guinea	wd:Q1853398
dbr:Whigs__u0028_British_political_party_u0029_	wd:Q108700
dbr:Not_Easily_Broken	wd:Q7062066
dbr:Celine_Dion	wd:Q5105
dbr:Frederick_H_u002E__Michaelis	wd:Q5497927
dbr:Howard_Komives	wd:Q1460197
dbr:Sherlock_Holmes_and_the_Voice_of_Terror	wd:Q1216506
dbr:Harold_Rosson	wd:Q1368602
dbr:Tim_Daly	wd:Q351479
dbr:Aarzoo	wd:Q4662666
dbr:John_Huston	wd:Q51575
dbr:Who_Is_Harry_Nilsson__u0028_And_Why_Is_Everybody_Talkin_u0027__About_Him_u0029__u0025_3F	wd:Q7997267
dbr:Kingdom_of_Great_Britain	wd:Q161885
dbr:Von_der_Skyline_zum_Bordstein_zur_u00FC_ck__u0028_song_u0029_	wd:Q7941552
dbr:Begin_Again__u0028_Space_song_u0029_	wd:Q3458697
dbr:Jarvis_Hayes	wd:Q2452465
dbr:Blast_from_the_Past__u0028_film_u0029_	wd:Q678306
dbr:Surely_You_u0027_re_Joking_u002C__Mr_u002E__Feynman_u0021_	wd:Q2743592
dbr:Hate_Me	wd:Q1588857
dbr:Natchez_u002C__Mississippi	wd:Q944044
dbr:Jack_Cardiff	wd:Q436704
dbr:Nationalist_Party_of_Australia	wd:Q1516976
dbr:Larry_Hillman	wd:Q1501982
dbr:WCW_Backstage_Assault	wd:Q2020334
dbr:From_Potter_u0027_s_Field	wd:Q3793456
dbr:I_Have_Nothing	wd:Q2460910
dbr:Borden_Chase	wd:Q893400
dbr:Cairo__u0028_1942_film_u0029_	wd:Q429098
dbr:Sruthi__u0028_film_u0029_	wd:Q7586580
dbr:Mazhavilkavadi	wd:Q6798508
dbr:_u002E_45__u0028_film_u0029_	wd:Q1537986
dbr:The_Voice_of_Passion	wd:Q7475995
dbr:Julie_Bowen	wd:Q40248
dbr:Mammy__u0028_1930_film_u0029_	wd:Q3285038
dbr:1881_FA_Cup_Final	wd:Q4555813
dbr:Kufor_a__u0161__u00E1_l	wd:Q6441906
dbr:Sluis	wd:Q10080
dbr:Akira__u0028_video_game_u0029_	wd:Q4701118
dbr:Hut_Records	wd:Q3113687
dbr:The_Game__u0028_rapper_u0029_	wd:Q189936
dbr:Kessel_u002C__Limburg	wd:Q73031
dbr:The_Cheetah_Girls__u0028_film_series_u0029_	wd:Q7722302
dbr:Rudolf_Gerhardt	wd:Q3942264
dbr:Black_Saint_u002F_Soul_Note	wd:Q880530
dbr:Predrag_Drobnjak	wd:Q641523
dbr:Legend__u0028_1985_film_u0029_	wd:Q509913
dbr:Breakaway__u0028_2011_film_u0029_	wd:Q4959370
dbr:I_Love_My_Bitch	wd:Q5978139
dbr:Ihre_Hoheit_die_T_u00E4_nzerin__u0028_film_u0029_	wd:Q16985618
dbr:Dalhousie_University	wd:Q579321
dbr:HMCS_Joliette__u0028_K418_u0029_	wd:Q16568730
dbr:Thessaloniki	wd:Q17151
dbr:Cirque_du_Freak_u003A__The_Vampire_u0027_s_Assistant	wd:Q1464230
dbr:Spanish_Civil_War	wd:Q10859
dbr:Pr_u00ED_ncipe_da_Paz	wd:Q10355043
dbr:Rock_Slyde	wd:Q7354678
dbr:Ghost_Town__u0028_2008_film_u0029_	wd:Q1547395
dbr:Accordion	wd:Q79838
dbr:Bill_Cosby_Talks_to_Kids_About_Drugs	wd:Q4908581
dbr:Tuomas_Tarkki	wd:Q1316870
dbr:Too_Many_Clients	wd:Q3999752
dbr:Christmas_Every_Day	wd:Q2492747
dbr:Toofan__u0028_film_u0029_	wd:Q7824004
dbr:Emmaboda_Municipality	wd:Q509452
dbr:The_Young_Doctors__u0028_film_u0029_	wd:Q7776742
dbr:Before_the_Jury	wd:Q3694690
dbr:The_Couch__u0028_Seinfeld_u0029_	wd:Q7727734
dbr:Fredrik_Georg_Gade	wd:Q5499460
dbr:Alexander_Altunin	wd:Q4062992
dbr:Incorrigible__u0028_film_u0029_	wd:Q1197754
dbr:The_Eagle_of_the_Sea	wd:Q3221813
dbr:Piera_Degli_Esposti	wd:Q2884676
dbr:Mega_Man_X4	wd:Q1203511
dbr:Adventure_Time_u003A__Hey_Ice_King_u0021__Why_u0027_d_You_Steal_Our_Garbage_u0025_3F_u0021__u0021_	wd:Q620733
dbr:Tutt_u0027_al_pi_u00F9_	wd:Q4000754
dbr:A_Thousand_Acres__u0028_film_u0029_	wd:Q766463
dbr:The_Devils__u0028_film_u0029_	wd:Q655996
dbr:Stylechanger	wd:Q7629446
dbr:The_Real_Thing__u0028_Taj_Mahal_album_u0029_	wd:Q7759647
dbr:The_Eyes_u002C__the_Mouth	wd:Q3236198
dbr:Igor_Prahi_u0107_	wd:Q3148316
dbr:Star_Cinema	wd:Q7600659
dbr:Foo_Fighters	wd:Q483718
dbr:Identity__u0028_film_u0029_	wd:Q604449
dbr:Spy_Kids_2_u003A__The_Island_of_Lost_Dreams	wd:Q549908
dbr:The_Inkwell	wd:Q7742061
dbr:Nara_u002C__Nara	wd:Q169134
dbr:Mohan_De_Silva	wd:Q6893526
dbr:Lor_Girl	wd:Q3033823
dbr:Birkenhead	wd:Q746718
dbr:Casanova_70	wd:Q1046790
dbr:Last_Exit_to_Brooklyn__u0028_song_u0029_	wd:Q34209
dbr:Elizabeth_Allan	wd:Q283178
dbr:Martin_Ruhe	wd:Q107574
dbr:Claude_Lanthier	wd:Q2977646
dbr:Nobuyo__u014C_yama	wd:Q836154
dbr:Sweet_Suicide_Summer_Story	wd:Q377232
dbr:Modern_Vampires	wd:Q4316214
dbr:Quick__u0028_1932_film_u0029_	wd:Q16855919
dbr:Annie_Hall	wd:Q233464
dbr:Ballistic_u003A__Ecks_vs_u002E__Sever	wd:Q789477
dbr:Teresa__u0028_1951_film_u0029_	wd:Q2404559
dbr:Ted_Walsh	wd:Q7693847
dbr:Carlos_Saura	wd:Q295855
dbr:Gypsys_u002C__Tramps__u0026__Thieves__u0028_album_u0029_	wd:Q2532938
dbr:University_of_Oregon	wd:Q766145
dbr:South__u0028_Shona_Laing_album_u0029_	wd:Q7565340
dbr:Unscripted	wd:Q4006071
dbr:Brent_Gretzky	wd:Q2924474
dbr:Ivan_Tri_u010D_kovski	wd:Q456927
dbr:The_Lords_of_Salem__u0028_film_u0029_	wd:Q2701647
