dbr:Ron_Howard	wd:Q103646
dbr:Floyd_Prozanski	wd:Q5462515
dbr:Jim_Hamilton__u0028_rugby_union_u0029_	wd:Q3178816
dbr:Chinpokomon	wd:Q860783
dbr:Columbia_Business_School	wd:Q907481
dbr:Howard_Carter__u0028_basketball_u0029_	wd:Q1624855
dbr:Rocky_IV	wd:Q387638
dbr:Steve_Zahn	wd:Q491775
dbr:Algo_est_u00E1__cambiando	wd:Q4724268
dbr:Tokuma_Shoten	wd:Q1372258
dbr:Letty_Aronson	wd:Q3831197
dbr:Dopa_u002D_mint_u0021_	wd:Q11323496
dbr:W_u002E_A_u002E_R_u002E___u0028_We_Are_Renegades_u0029_	wd:Q3564537
dbr:Just_a_Girl__u0028_album_u0029_	wd:Q6316528
dbr:C_u0027_est_dans_l_u0027_air	wd:Q2354875
dbr:Walter_Myers__u0028_physician_u0029_	wd:Q18915223
dbr:High_Wycombe	wd:Q64116
dbr:The_Versace_Murder	wd:Q7772217
dbr:Russian_battleship_Peresvet	wd:Q2384053
dbr:Twitches_Too	wd:Q244514
dbr:Angry_Birds_Star_Wars	wd:Q54854
dbr:I_mostri	wd:Q1655330
dbr:Grace_of_My_Heart	wd:Q584662
dbr:Canal_u002B_	wd:Q1032540
dbr:Grand_Conspiracy	wd:Q5594467
dbr:Shela__u0028_song_u0029_	wd:Q7493297
dbr:Bengalis	wd:Q402913
dbr:Hopp_u00ED_polla	wd:Q1883108
dbr:San_Juan_Bosco_Canton	wd:Q1990469
dbr:Show_Me_What_You_Got	wd:Q3287098
dbr:Mike_Raines	wd:Q14950504
dbr:The_Way_u002C__Way_Back	wd:Q3560878
dbr:Walls__u0028_Yes_song_u0029_	wd:Q7963218
dbr:Cluster__u0028_band_u0029_	wd:Q705382
dbr:Diminished_Capacity	wd:Q876284
dbr:Geg_u00E8__Bellavita	wd:Q3759218
dbr:Johnny_Frenchman	wd:Q6266703
dbr:Tian_Di	wd:Q7800121
dbr:I_u0027_m_Me	wd:Q1982358
dbr:Jay_u002D_Z_u003A__The_Hits_Collection_u002C__Volume_One	wd:Q3521271
dbr:Krome_Studios_Melbourne	wd:Q2456686
dbr:Pretoria	wd:Q3926
dbr:Ritual__u0028_film_u0029_	wd:Q847049
dbr:Vera_Miles	wd:Q237864
dbr:Rich_Christiano	wd:Q4019959
dbr:The_Guru__u0028_album_u0029_	wd:Q7738547
dbr:Brian_Dennehy	wd:Q313545
dbr:Another_World__u0028_The_Chemical_Brothers_song_u0029_	wd:Q4770399
dbr:I_Love_Rock__u0027_n_u0027__Roll__u0028_The_Jesus_and_Mary_Chain_song_u0029_	wd:Q5978166
dbr:Guercino	wd:Q334262
dbr:The_Sin_of_Madelon_Claudet	wd:Q940054
dbr:Bridget_Jones_u0027_s_Diary__u0028_film_u0029_	wd:Q752313
dbr:Vinnie_Paul	wd:Q380531
dbr:Escape_Dead_Island	wd:Q17509508
dbr:Ultravox	wd:Q316485
dbr:Leopard_in_the_Snow	wd:Q6526860
dbr:Augustus_George_Vernon_Harcourt	wd:Q770416
dbr:What_I_Did_for_Love__u0028_David_Guetta_song_u0029_	wd:Q18589622
dbr:Pull_My_Chain	wd:Q7259376
dbr:Nothing_Sacred__u0028_film_u0029_	wd:Q964771
dbr:The_Cyclops__u0028_film_u0029_	wd:Q4505629
dbr:2012__u0028_film_u0029_	wd:Q184605
dbr:Al_Kolyn	wd:Q4704252
dbr:The_Gore_Gore_Girls	wd:Q2337606
dbr:First_Love__u0028_1959_film_u0029_	wd:Q3921867
dbr:Kate_Nelligan	wd:Q266467
dbr:Cornered__u0028_1945_film_u0029_	wd:Q2194521
dbr:Francesco_De_Masi	wd:Q323977
dbr:Watch_on_the_Rhine	wd:Q920105
dbr:JT__u0028_album_u0029_	wd:Q1132323
dbr:Dev_Anand	wd:Q320115
dbr:Royal_Air_Force_College_Cranwell	wd:Q7373601
dbr:Get_a_Clue	wd:Q1467511
dbr:Tracey_Takes_On_u002E__u002E__u002E_	wd:Q3536178
dbr:Brad_Dourif	wd:Q329734
dbr:It_u0027_s_a_Little_Too_Late__u0028_Mark_Chesnutt_song_u0029_	wd:Q6091173
dbr:David_Schwimmer	wd:Q188792
dbr:Casting_Crowns	wd:Q1049345
dbr:Tom_Lister_Jr_u002E_	wd:Q1366768
dbr:Don_u0027_t_Drink_the_Water__u0028_1969_film_u0029_	wd:Q3684196
dbr:First__u0028_Raymond_Lam_album_u0029_	wd:Q5452242
dbr:Pat_Garrity	wd:Q955015
dbr:Mirza_Davud_Huseynov	wd:Q1366710
dbr:Horse_trainer	wd:Q466640
dbr:John_Gielgud	wd:Q204685
dbr:The_Illusion_of_Truth	wd:Q7741415
dbr:The_Grand_Budapest_Hotel	wd:Q3521099
dbr:Howard_W_u002E__Koch	wd:Q982710
dbr:Irattakuttikalude_Achan	wd:Q17014535
dbr:Jharkhand	wd:Q1184
dbr:Escape_to_Glory	wd:Q3798256
dbr:The_Tall_T	wd:Q2037090
dbr:Danny_Mills	wd:Q317317
dbr:The_Lost_World__u0028_1925_film_u0029_	wd:Q1219785
dbr:Missy_Elliott	wd:Q155079
dbr:Qorveh_County	wd:Q1282057
dbr:Riding_High__u0028_1950_film_u0029_	wd:Q2538430
dbr:Steve_Paproski	wd:Q7613542
dbr:Barry_Lyndon	wd:Q471716
dbr:The_Dream_Team__u0028_film_u0029_	wd:Q718823
dbr:Perimeter_Bicycling	wd:Q7168548
dbr:Francis_Patrick_Donovan	wd:Q16019364
dbr:Buddy_Rich	wd:Q318339
dbr:Newton_C_u002E__Blanchard	wd:Q276753
dbr:Compa_u00F1_eros	wd:Q232003
dbr:George_Nichols__u0028_actor_u0029_	wd:Q3101795
dbr:Tovarich__u0028_film_u0029_	wd:Q2377198
dbr:Still_Warm	wd:Q7617171
dbr:Frank_Waters	wd:Q5490239
dbr:Tom_Guiry	wd:Q1118823
dbr:Khomeyn_County	wd:Q1276056
dbr:Casper_Van_Dien	wd:Q313804
dbr:Starman__u0028_song_u0029_	wd:Q2455256
dbr:NBA_Ballers	wd:Q6952652
dbr:Bad_Love__u0028_album_u0029_	wd:Q2433673
dbr:Bulworth	wd:Q576505
dbr:East_Midlands	wd:Q47994
dbr:Sverre_Farstad	wd:Q493718
dbr:Alexei_Burdeinei	wd:Q4099462
dbr:Nicholas_Musuraca	wd:Q543004
dbr:Cheers__u0028_album_u0029_	wd:Q1068878
dbr:The_Last_Kiss__u0028_2006_film_u0029_	wd:Q1199381
dbr:Dwight_Bialowas	wd:Q911892
dbr:Ek_Duuje_Ke_Liye	wd:Q1311425
dbr:_u0028_15874_u0029__1996_TL66	wd:Q141136
dbr:F_u00E9_lix_Math_u00E9_	wd:Q16026065
dbr:Nothing_to_Lose__u0028_novel_u0029_	wd:Q7062890
dbr:The_Walk__u0028_The_X_u002D_Files_u0029_	wd:Q7773267
dbr:Unbreakable__u0028_film_u0029_	wd:Q650613
dbr:Jaguar_XF	wd:Q383827
dbr:The_Hunt__u0028_The_Twilight_Zone_u0029_	wd:Q2920713
dbr:Stuart_Croft__u0028_footballer_u0029_	wd:Q20354338
dbr:Texas_Tech_University	wd:Q1423756
dbr:Kaante	wd:Q3812382
dbr:The_Firm__u0028_1993_film_u0029_	wd:Q821692
dbr:The_Handsome_u002C__the_Ugly_u002C__and_the_Stupid	wd:Q1658257
dbr:Here_Is_Your_Life	wd:Q5736773
dbr:Niall_Ferguson	wd:Q377638
dbr:Legacy_Recordings	wd:Q2358400
dbr:A_Roller_Skating_Jam_Named__u0025_22Saturdays_u0025_22	wd:Q4659250
dbr:Sweden	wd:Q34
dbr:Greg_de_Vries	wd:Q920459
dbr:Les_Mauvaises_fr_u00E9_quentations	wd:Q3233771
dbr:Altdorf_u002C__Uri	wd:Q68150
dbr:Lagot_Ka_u002C__Isusumbong_Kita	wd:Q6472634
dbr:Brian_Eastick	wd:Q4963650
dbr:Lee_Morgan	wd:Q362564
dbr:Emil_and_the_Detectives__u0028_1964_film_u0029_	wd:Q1337075
dbr:One_Foot_in_Heaven	wd:Q963435
dbr:Ricky_Martin	wd:Q128799
dbr:Sri_Ramadasu	wd:Q7586215
dbr:Perryton_u002C__Texas	wd:Q975601
dbr:I_u0027_m_Nobody_u0027_s_Sweetheart_Now	wd:Q16251723
dbr:Howard_Winstone	wd:Q3401313
dbr:Akasa_Veedhilo	wd:Q4700313
dbr:Made_of_Glass__u0028_KT_Tunstall_song_u0029_	wd:Q16250386
dbr:Kellie_Coffey	wd:Q4408986
dbr:And_Starring_Pancho_Villa_as_Himself	wd:Q2049232
dbr:Hamilton_u002C__Ontario	wd:Q133116
dbr:Ruaidhri_mac_Raghnaill	wd:Q976433
dbr:Bert_Glennon	wd:Q778789
dbr:Income_Tax_Sappy	wd:Q6015040
dbr:Nancy_J_u002E__Currie	wd:Q29515
dbr:Michael_Madana_Kama_Rajan	wd:Q6832432
dbr:Behind_the_Headlines__u0028_1956_film_u0029_	wd:Q4880849
dbr:Helmut_Arpke	wd:Q5709541
dbr:The_Strat_Pack	wd:Q7766969
dbr:Nasihat	wd:Q6967069
dbr:Loved_by_Thousands_u002C__Hated_by_Millions	wd:Q6692061
dbr:Reno_911_u0021__u003A__Miami	wd:Q964424
dbr:Magnification__u0028_album_u0029_	wd:Q1074378
dbr:Daniel_Berthiaume	wd:Q267778
dbr:Abdul_Bangura	wd:Q17150437
dbr:High_School__u0028_2010_film_u0029_	wd:Q12124774
dbr:En_Aasai_Rasave	wd:Q5374952
dbr:HC_Vityaz	wd:Q1240218
dbr:Kanawha_County_u002C__West_Virginia	wd:Q501800
dbr:Slickers_vs_u002E__Killers	wd:Q14948497
dbr:I_u002E_N_u002E_R_u002E_I_u002E___u0028_Sarc_u00F3_fago_album_u0029_	wd:Q1755540
dbr:Swing_Shift__u0028_film_u0029_	wd:Q923009
dbr:William_Sorrell	wd:Q8018619
dbr:She_u0027_s_Like_the_Wind	wd:Q1669968
dbr:When_It_Rains_u002C__It_Pours__u0028_30_Rock_u0029_	wd:Q7992624
dbr:Nick_Beverley	wd:Q766331
dbr:Entertainment_One_Music	wd:Q1273666
dbr:Follow_the_Boys	wd:Q1647821
dbr:Thieves__u0028_EP_u0029_	wd:Q7784095
dbr:The_Dust_of_Time	wd:Q200765
dbr:Sathyan_Anthikad	wd:Q3595185
dbr:Two_O_u0027_Clock_Courage	wd:Q6471742
dbr:Apple_Inc_u002E_	wd:Q312
dbr:The_Fatal_Mallet	wd:Q763858
dbr:Sundiata_Keita	wd:Q175772
dbr:Dronten	wd:Q328087
dbr:MMMBop	wd:Q1847429
dbr:Garbo_Talks	wd:Q2589754
dbr:Moving__u0028_Kate_Bush_song_u0029_	wd:Q3326956
dbr:Deception__u0028_1946_film_u0029_	wd:Q3160745
dbr:Hobart_Henley	wd:Q732366
dbr:Crawl__u0028_Chris_Brown_song_u0029_	wd:Q1139155
dbr:Sorry_u002C__You_Can_u0027_t_Get_Through_u0021_	wd:Q3874882
dbr:John_Brown__u0026__Company	wd:Q1699428
dbr:The_Majestic__u0028_film_u0029_	wd:Q1322943
dbr:Dead_Ringers__u0028_film_u0029_	wd:Q635569
dbr:Harris_Jayaraj	wd:Q2748506
dbr:Wuhan	wd:Q11746
dbr:Potpourri__u0028_P_u002D_Model_album_u0029_	wd:Q7235123
dbr:Accolade__u0028_game_company_u0029_	wd:Q339266
dbr:The_Gift__u0028_The_X_u002D_Files_u0029_	wd:Q7736404
dbr:Washington_Wizards	wd:Q169165
dbr:Abdulhussain_Abdulredha	wd:Q4164488
dbr:Talkin_u0027__Loud_and_Sayin_u0027__Nothing	wd:Q7679789
dbr:Herb_Klein__u0028_politician_u0029_	wd:Q1608617
dbr:G_u002E__V_u002E__Prakash_Kumar	wd:Q5512526
dbr:Jayanan_Vincent	wd:Q13112138
dbr:Colin_Hanks	wd:Q318134
dbr:William_Katt	wd:Q1336685
dbr:Unappreciated__u0028_song_u0029_	wd:Q4052361
dbr:Charmy_Kaur	wd:Q3595538
dbr:Trampled_Under_Foot	wd:Q523149
dbr:Nessuno__u00E8__perfetto	wd:Q3874926
dbr:Lost_and_Found__u0028_1979_film_u0029_	wd:Q6684332
dbr:Alex_Riazantsev	wd:Q275931
dbr:Eden__u0028_2014_French_film_u0029_	wd:Q16219562
dbr:Blame_Game	wd:Q4924697
dbr:Torben_Meyer	wd:Q3532221
dbr:Alf_u0027_s_Button__u0028_1920_film_u0029_	wd:Q3610909
dbr:Thomas_Louis	wd:Q7791933
dbr:Secret_of_the_Blue_Room	wd:Q7444171
dbr:Neon_Genesis_Evangelion_u003A__Ayanami_Raising_Project	wd:Q2986432
dbr:Don_u0027_s_Plum	wd:Q1242222
dbr:The_Masked_Marvel	wd:Q7750532
dbr:PT_109__u0028_film_u0029_	wd:Q176559
dbr:Ames_Research_Center	wd:Q181052
dbr:Ek_Rishtaa_u003A__The_Bond_of_Love	wd:Q2362979
dbr:The_Helen_Morgan_Story	wd:Q3400422
dbr:The_Blackguard	wd:Q320226
dbr:Big_Blue_Note	wd:Q4905156
dbr:Driving_Miss_Daisy	wd:Q211373
dbr:Herbert_Weir_Smyth	wd:Q471925
dbr:Jenny_Kelly	wd:Q6179357
dbr:L_u0027_esprit__u0028_In_the_Nursery_album_u0029_	wd:Q6455930
dbr:Winners_of_the_Wilderness	wd:Q970383
dbr:Lloyd__u0028_singer_u0029_	wd:Q931864
dbr:My_Name_Is_Nobody	wd:Q964009
dbr:Four_Walls__u0028_film_u0029_	wd:Q1439995
dbr:We_in_This_Bitch	wd:Q7977891
dbr:Aas_Ka_Panchhi	wd:Q4662676
dbr:Midnight_Crossing	wd:Q3312703
dbr:Ben_10_u003A__Omniverse_2	wd:Q16259259
dbr:Shawntinice_Polk	wd:Q7491584
dbr:Robert_Warwick	wd:Q555672
dbr:Always__u0028_Bon_Jovi_song_u0029_	wd:Q2478053
dbr:Love_Me__u0028_Lil_Wayne_song_u0029_	wd:Q4918784
dbr:HC_Slovan_Bratislava	wd:Q730151
dbr:NBA_2K15	wd:Q17506098
dbr:Schizopolis	wd:Q2082586
dbr:Sabrina_u003A__The_Animated_Series	wd:Q513617
dbr:Damascus	wd:Q3766
dbr:One_Day_Like_This	wd:Q7092564
dbr:Millionaires_Express	wd:Q2366184
dbr:Haute_u002D_Corse	wd:Q3334
dbr:Stripperella	wd:Q2005579
dbr:Diane_Stratas	wd:Q5271579
dbr:Paolo_Cavara	wd:Q977658
dbr:Sonic_the_Hedgehog__u0028_8_u002D_bit_video_game_u0029_	wd:Q37115
dbr:Sinbad_the_Sailor__u0028_1947_film_u0029_	wd:Q1273024
dbr:Letters_from_Iwo_Jima	wd:Q275187
dbr:Filipp_Cherokmanov	wd:Q4514561
dbr:Auf_Wiedersehen_u002C__Pet	wd:Q3234742
dbr:Aram__u002B__Aram__u003D__Kinnaram	wd:Q4783914
dbr:Never_Wanted_Nothing_More	wd:Q7004338
dbr:Stuart_Dickens	wd:Q7626473
dbr:I_Am_the_Bullgod	wd:Q5976177
dbr:White_Bread_Black_Beer	wd:Q7994494
dbr:That_u0027_s_Good_u002C__That_u0027_s_Bad__u0028_Desperate_Housewives_u0029_	wd:Q467165
dbr:Royal_Canadian_Navy	wd:Q25387
dbr:R_u002E__Madhavan	wd:Q729982
dbr:Kenneth_Macgowan	wd:Q1493931
dbr:Alfonso_Bedoya	wd:Q382545
dbr:Stage_Fright__u0028_1950_film_u0029_	wd:Q502530
dbr:Class__u0028_film_u0029_	wd:Q1095987
dbr:Sweet_Bird	wd:Q7655229
dbr:The_Big_Picture__u0028_song_u0029_	wd:Q7717748
dbr:Jim_Hutton	wd:Q1656814
dbr:Moving_Violation__u0028_film_u0029_	wd:Q8883991
dbr:Mind_of_Mencia	wd:Q16546578
dbr:Battle_Beyond_the_Stars	wd:Q2067258
dbr:Elijah_Wood	wd:Q483771
dbr:The_Mummy_u0027_s_Curse	wd:Q2549022
dbr:Cabal__u0028_novella_u0029_	wd:Q1990342
dbr:Main_Aisa_Hi_Hoon	wd:Q6735915
dbr:The_Woman_in_Me__u0028_Needs_the_Man_in_You_u0029_	wd:Q952815
dbr:Roger_Christiansen	wd:Q7357986
dbr:2Shy	wd:Q4633220
dbr:Diary_of_the_Dead	wd:Q1209189
dbr:Andrew_Nicholson__u0028_basketball_u0029_	wd:Q2755996
dbr:Animamundi_u003A__Dark_Alchemist	wd:Q4034046
dbr:Patrick_Lussier	wd:Q772880
dbr:Peter_Coyote	wd:Q354873
dbr:I_Swear	wd:Q5979116
dbr:Prosperity__u0028_film_u0029_	wd:Q3924120
dbr:Monsieur_Verdoux	wd:Q572440
dbr:Chattakkari__u0028_1974_film_u0029_	wd:Q5087851
dbr:Trinity_College_u002C__Dublin	wd:Q258464
dbr:Rasputin_the_Mad_Monk	wd:Q937890
dbr:Vernon_Dobtcheff	wd:Q205868
dbr:Sara_Garc_u00ED_a	wd:Q3123282
dbr:Come_Back_to_Me__u0028_Janet_Jackson_song_u0029_	wd:Q868450
dbr:Sonny_Rollins	wd:Q299208
dbr:Radioactive_Records	wd:Q2301434
dbr:Winston_Chang	wd:Q8026049
dbr:King_Kong__u0028_2005_film_u0029_	wd:Q160215
dbr:Peter_Hyams	wd:Q458766
dbr:Ed_Ames	wd:Q1282268
dbr:Veer_u002D_Zaara	wd:Q106819
dbr:Harry_Morgan	wd:Q355125
dbr:Hokkaido	wd:Q35581
dbr:Byron_Irvin	wd:Q3647877
dbr:Ciao_u002C__Professore_u0021_	wd:Q3801259
dbr:Naam_Iruvar_Namakku_Iruvar	wd:Q6956542
dbr:Mario_Ferrari	wd:Q3293430
dbr:Charlie_Wilson__u0028_singer_u0029_	wd:Q1067043
dbr:My_Heart__u0028_Lorrie_Morgan_album_u0029_	wd:Q17060496
dbr:Koei	wd:Q845047
dbr:I_u0027_ll_Stick_Around	wd:Q2628725
dbr:Hoyt_Curtin	wd:Q753839
dbr:Poissy	wd:Q457
dbr:Sheela	wd:Q539237
dbr:Heinie_Conklin	wd:Q5699738
dbr:Bill_Callegari	wd:Q16105575
dbr:Milano_trema_u003A__la_polizia_vuole_giustizia	wd:Q3857815
dbr:Robert_E_u002E__Huyser	wd:Q5952167
dbr:Ryan_Riddle	wd:Q7384467
dbr:Tear_Ring_Saga	wd:Q2347711
dbr:Danny_Aiello	wd:Q299314
dbr:Straight_Outta_Compton__u0028_film_u0029_	wd:Q18154625
dbr:Yesterday_u0027_s_Wine__u0028_song_u0029_	wd:Q8052958
dbr:Superman_u003A__The_Animated_Series	wd:Q1277432
dbr:Glenn_Morshower	wd:Q589015
dbr:Lazzarella__u0028_film_u0029_	wd:Q3828227
dbr:Valentine__u0028_Lloyd_song_u0029_	wd:Q7910924
dbr:Two_Bits	wd:Q2546088
dbr:Hue_and_Cry__u0028_film_u0029_	wd:Q71861
dbr:Murder_in_the_Heartland	wd:Q4468624
dbr:The_Kissing_Bandit__u0028_film_u0029_	wd:Q3793023
dbr:Macho_Man__u0028_song_u0029_	wd:Q3813710
dbr:Richaun_Holmes	wd:Q19880297
dbr:Shoomp_u002F_Much_More	wd:Q7500465
dbr:Punch_Broadbent	wd:Q1147132
dbr:Gair_Kanooni	wd:Q5517319
dbr:Aces_High__u0028_film_u0029_	wd:Q1544006
dbr:Mademoiselle_Parley_Voo	wd:Q6727100
dbr:Shabd__u0028_film_u0029_	wd:Q3481140
dbr:Can_u0027_t_Deny_It	wd:Q5028862
dbr:Robert_Lewis__u0028_director_u0029_	wd:Q1489956
dbr:Paul_Stastny	wd:Q949482
dbr:AC_u002F_DC	wd:Q27593
dbr:Cardiff_Devils	wd:Q779554
dbr:City_College_of_New_York	wd:Q1093910
dbr:Mohabbatein	wd:Q1135349
dbr:Marinella__u0028_1981_album_u0029_	wd:Q6764332
dbr:Du_temps	wd:Q2066488
dbr:The_Borgias__u0028_2011_TV_series_u0029_	wd:Q834868
dbr:George_Strait	wd:Q366584
dbr:Jeremy_Renner	wd:Q23365
dbr:Basilisk__u0028_The_Legendary_Pink_Dots_album_u0029_	wd:Q4867455
dbr:Lion_Heart__u0028_album_u0029_	wd:Q20826609
dbr:Darreh_Mirza	wd:Q4253603
dbr:Dress_Parade	wd:Q5307043
dbr:Travelers__u0028_The_X_u002D_Files_u0029_	wd:Q7835988
dbr:Shootout_at_Lokhandwala	wd:Q2020253
dbr:Church__u0028_song_u0029_	wd:Q5116545
dbr:First_of_the_Gang_to_Die	wd:Q3746065
dbr:Lou_Marini	wd:Q633103
dbr:Three_Little_Sew_and_Sews	wd:Q7797590
dbr:Michiko_Nomura	wd:Q1931106
dbr:Marriage__u0028_film_u0029_	wd:Q3794593
dbr:Querschnitt	wd:Q3081015
dbr:Brantford	wd:Q34180
dbr:Bruno_Rajaozara	wd:Q4979374
dbr:The_Bad_Boy__u0028_1917_film_u0029_	wd:Q7715267
dbr:Tarzana_u002C__the_Wild_Girl	wd:Q3981237
dbr:S_u002E_M_u002E__Entertainment	wd:Q483938
dbr:Missing_in_Action_2_u003A__The_Beginning	wd:Q727160
dbr:Paul_Lockhart	wd:Q45139
dbr:Harry_Gregson_u002D_Williams	wd:Q314623
dbr:_u00C9_cole_Normale_Sup_u00E9_rieure	wd:Q83259
dbr:Dharma_Durai	wd:Q5269225
dbr:David_Greenwalt	wd:Q2413805
dbr:Mukhbiir	wd:Q6933470
dbr:Szczecin	wd:Q393
dbr:The_Scarecrow__u0028_1920_film_u0029_	wd:Q1057612
dbr:Hans_Rothfels	wd:Q92317
dbr:Langrisser_IV	wd:Q1989010
dbr:Guildford	wd:Q213465
dbr:Valeri_Karpov	wd:Q1382023
dbr:Gakkou_de_atta_Kowai_Hanashi	wd:Q5517684
dbr:Everlasting_Moments	wd:Q1218226
dbr:Do_Detectives_Think_u0025_3F	wd:Q1083347
dbr:Horodnia_Raion	wd:Q2991910
dbr:Luther_Vandross	wd:Q311306
dbr:Halesowen_Town_F_u002E_C_u002E_	wd:Q18474
dbr:Andy_Hardy_u0027_s_Double_Life	wd:Q3822189
dbr:Booty_Call	wd:Q845157
dbr:Meiringen_u2013_Innertkirchen_railway	wd:Q681193
dbr:The_Tiger_Woman__u0028_1944_film_u0029_	wd:Q7769259
dbr:Burke__u0026__Hare__u0028_2010_film_u0029_	wd:Q1016369
dbr:Westport_u002C__Connecticut	wd:Q586762
dbr:The_Brothers_Solomon	wd:Q544478
dbr:Return_of_the_Seven	wd:Q1215878
dbr:England_national_rugby_union_team	wd:Q378628
dbr:Are_You_Here	wd:Q14509721
dbr:A_Night_of_Fame	wd:Q3607585
dbr:You_u0027_ve_Really_Got_a_Hold_on_Me	wd:Q2565550
dbr:Tweek_vs_u002E__Craig	wd:Q722067
dbr:Fico_d_u0027_India	wd:Q3744523
dbr:Frank_Watson_Dyson	wd:Q945309
dbr:Imogen_Poots	wd:Q237012
dbr:The_Skin_I_Live_In	wd:Q1130310
dbr:Play_blessures	wd:Q527299
dbr:Maxim_Mayorov	wd:Q723719
dbr:Raoul__u0028_song_u0029_	wd:Q7293728
dbr:Impulse_u0021__Records	wd:Q1524530
dbr:Winifred_Wagner	wd:Q57713
dbr:Football_League_First_Division	wd:Q754839
dbr:Once_Upon_a_Time_in_America	wd:Q206388
dbr:The_Weather_Man	wd:Q60296
dbr:The_Dialectic_of_Sex	wd:Q7730063
dbr:Mashed_Potatoes_U_u002E_S_u002E_A_u002E_	wd:Q6783097
dbr:Sneha__u0028_actress_u0029_	wd:Q3520670
dbr:Amiri_Garibi	wd:Q11048508
dbr:Rafsanjan_County	wd:Q1287811
dbr:Man_in_the_Rain	wd:Q4570733
dbr:The_Spanish_Teacher	wd:Q5248974
dbr:Stronghold__u0028_2001_video_game_u0029_	wd:Q846549
dbr:Riverside_Records	wd:Q2975356
dbr:F1_2011__u0028_video_game_u0029_	wd:Q254090
dbr:Toyota_Prius__u0028_XW30_u0029_	wd:Q7830858
dbr:Cat_Stevens	wd:Q154216
dbr:Tshiabola_Mapanya	wd:Q7849615
dbr:The_Phantom_of_Hollywood	wd:Q1170087
dbr:Armando_B_u00F3_	wd:Q3183784
dbr:Ernest_Borgnine	wd:Q102551
dbr:Arthur_Meighen	wd:Q128645
dbr:State_of_Mind__u0028_Clint_Black_song_u0029_	wd:Q7603773
dbr:Dark_Passage__u0028_film_u0029_	wd:Q1302406
dbr:Lights_of_Old_Broadway	wd:Q3832290
dbr:George_H_u002E__Cooper	wd:Q5540015
dbr:Matt_Cullen	wd:Q1376984
dbr:Gok_Wan	wd:Q5578020
dbr:Women_in_Trouble	wd:Q3076144
dbr:Hyperion__u0028_Simmons_novel_u0029_	wd:Q1798059
dbr:HBO_Films	wd:Q662081
dbr:The_Children_of_Sanchez__u0028_film_u0029_	wd:Q31864
dbr:James_A_u002E__Walsh_United_States_Courthouse	wd:Q6128309
dbr:Short_Circuit__u0028_1943_film_u0029_	wd:Q18209670
dbr:The_Forgotten__u0028_Green_Day_song_u0029_	wd:Q6919622
dbr:One_Life_to_Live	wd:Q624611
dbr:Alterk_u00FC_lz	wd:Q438341
dbr:Evening__u0028_film_u0029_	wd:Q1091140
dbr:The_Alternate_Side	wd:Q7713252
dbr:Becky_Sharp	wd:Q613284
dbr:New_York_Knicks	wd:Q131364
dbr:Martin_Scorsese	wd:Q41148
dbr:Bottoms_Up__u0028_1934_film_u0029_	wd:Q4949171
dbr:Viva_Max_u0021_	wd:Q1409108
dbr:How_We_Got_Into_Trouble_with_the_Army	wd:Q3684110
dbr:Trevor_Jones__u0028_composer_u0029_	wd:Q269244
dbr:Seaway__u0028_TV_series_u0029_	wd:Q3953687
dbr:Saleh_Al_u002D_Buraiki	wd:Q7403884
dbr:The_Lost_Boys	wd:Q506403
dbr:Hubert_Parker	wd:Q5927530
dbr:Touch_a_New_Day	wd:Q1859025
dbr:Vietnam_War	wd:Q8740
dbr:Alexei_Mikhnov	wd:Q621111
dbr:Designing_Woman	wd:Q2119500
dbr:The_Last_Command__u0028_1955_film_u0029_	wd:Q3607677
dbr:Sinhkung	wd:Q15277892
dbr:Conspirator__u0028_1949_film_u0029_	wd:Q489434
dbr:The_Prophet_Returns	wd:Q2394962
dbr:Amboasary_u002C__Moramanga	wd:Q2412559
dbr:Resisting_Enemy_Interrogation	wd:Q2145748
dbr:Good_News__u0028_1979_film_u0029_	wd:Q3828554
dbr:Tunicate	wd:Q165118
dbr:The_Rebel_Son	wd:Q7759748
dbr:Gloucester	wd:Q170497
dbr:Give_It_to_Me_Right	wd:Q747923
dbr:Zeevang	wd:Q9981
dbr:PO_u0027_ed	wd:Q7119903
dbr:Winner__u0028_Ren_u00E9_e_Geyer_album_u0029_	wd:Q8025585
dbr:The_Asylum	wd:Q1459090
dbr:My_Home__u0028_song_u0029_	wd:Q6945681
dbr:Kang_Nung_u002D_su	wd:Q10855116
dbr:2_on_2_Open_Ice_Challenge	wd:Q3598726
dbr:Prasasti_Seni	wd:Q4186680
dbr:Saturday_Superhouse	wd:Q7426751
dbr:Claude_Dauphin__u0028_actor_u0029_	wd:Q1096611
dbr:The_Age_of_Aquarius__u0028_album_u0029_	wd:Q7712835
dbr:Brazil__u0028_1944_film_u0029_	wd:Q4958616
dbr:The_Mighty	wd:Q1855742
dbr:James_Rosenquist	wd:Q448845
dbr:Ellen_Barkin	wd:Q229234
dbr:Primal_Fear__u0028_film_u0029_	wd:Q822057
dbr:Greg_Monroe	wd:Q611372
dbr:Lewis_Wilson__u0028_footballer_u0029_	wd:Q6537179
dbr:Still_Into_You	wd:Q7388560
dbr:Igor_Knyazev	wd:Q3148287
dbr:Rosalind_Russell	wd:Q233854
dbr:Kome_Kome_Club	wd:Q6428279
dbr:Luigi_Zampa	wd:Q55473
dbr:Andrei_Getman	wd:Q4137697
dbr:Sun_Come_Up__u0028_song_u0029_	wd:Q7638245
