dbr:Julian_Melchiori	wd:Q6307383
dbr:Dolly_Dearest	wd:Q3033968
dbr:49_Percent	wd:Q4638786
dbr:X_u002D_COM_u003A__Apocalypse	wd:Q2529701
dbr:Puneeth_Rajkumar	wd:Q3351697
dbr:Robert_Vaughn	wd:Q314834
dbr:Trygve_Haavelmo	wd:Q208124
dbr:Barys_Astana	wd:Q809683
dbr:Fanny_Foley_Herself	wd:Q5434031
dbr:Reg_Blakemore	wd:Q7307734
dbr:Knock_on_Wood__u0028_film_u0029_	wd:Q897112
dbr:Shatrughan_Sinha	wd:Q3595242
dbr:Valente_Quintero__u0028_film_u0029_	wd:Q7910710
dbr:Sethupathi_IPS	wd:Q3644978
dbr:Suso_Cecchi_d_u0027_Amico	wd:Q268443
dbr:Double_Dhamaal	wd:Q5299726
dbr:Deep_Valley	wd:Q5250346
dbr:About_Elly	wd:Q1311890
dbr:Under_the_Gaslight	wd:Q4004571
dbr:Daydream_Nation__u0028_film_u0029_	wd:Q640272
dbr:Ithiri_Poove_Chuvanna_Poove	wd:Q18352497
dbr:You_Can_u0027_t_Take_It_with_You__u0028_film_u0029_	wd:Q637835
dbr:Tom_Richmond__u0028_cinematographer_u0029_	wd:Q7817375
dbr:Kamisese_Mara	wd:Q469507
dbr:Banjo__u0028_song_u0029_	wd:Q4855844
dbr:Deadwood__u0028_TV_series_u0029_	wd:Q1050603
dbr:Jodi_Lyn_O_u0027_Keefe	wd:Q230405
dbr:My_Own_Private_Idaho	wd:Q1125451
dbr:East_Bengal	wd:Q2347909
dbr:Mac_OS	wd:Q43627
dbr:Vangede_station	wd:Q4289919
dbr:Castle	wd:Q23413
dbr:The_Legend_of_1900	wd:Q1146711
dbr:Rhamnus__u0028_genus_u0029_	wd:Q79190
dbr:One_Love__u0028_New_Edition_album_u0029_	wd:Q7092839
dbr:Dinosaur__u0028_Kesha_song_u0029_	wd:Q3028453
dbr:Liz_u003A__The_Elizabeth_Taylor_Story	wd:Q6660026
dbr:Rosebud__u0028_film_u0029_	wd:Q1432500
dbr:Tears_for_Fears	wd:Q269091
dbr:The_Cure__u0028_Keith_Jarrett_album_u0029_	wd:Q7728416
dbr:Ak_Bars_Kazan	wd:Q413568
dbr:Greg_Foster__u0028_basketball_u0029_	wd:Q2355201
dbr:Hot_Sauce_Committee_Part_Two	wd:Q1933719
dbr:Barbary_Coast__u0028_film_u0029_	wd:Q524849
dbr:Cats_and_Dogs__u0028_Royal_Trux_album_u0029_	wd:Q5054003
dbr:Philosophy	wd:Q5891
dbr:Free__u0028_Concrete_Blonde_album_u0029_	wd:Q3539734
dbr:Prostate_cancer	wd:Q181257
dbr:Ugo_Fangareggi	wd:Q3547802
dbr:The_King_u0027_s_Highway	wd:Q7744457
dbr:Skylark__u0028_1941_film_u0029_	wd:Q3209079
dbr:Eduard_Vogel_von_Falckenstein	wd:Q65489
dbr:Compact_Cassette	wd:Q149757
dbr:Norm_Gratton	wd:Q1218547
dbr:Breakdown__u0028_Mariah_Carey_song_u0029_	wd:Q666709
dbr:Kranti	wd:Q3816790
dbr:James_A_u002E__Dallas	wd:Q18153539
dbr:Laurie_Silvera	wd:Q6501720
dbr:The_Man_Inside__u0028_1958_film_u0029_	wd:Q7749880
dbr:Fred_Willard	wd:Q449521
dbr:Rush_Hour_3	wd:Q498109
dbr:I_Just_Want_to_Dance_with_You	wd:Q5977733
dbr:Return_to_Home_Gori	wd:Q3937349
dbr:Shadow_of_a_Doubt	wd:Q465979
dbr:You_Walked_In	wd:Q8057571
dbr:Spock_u0027_s_Brain	wd:Q3488820
dbr:Chris_Moore__u0028_film_producer_u0029_	wd:Q1077576
dbr:Star_Trek_u003A__Enterprise	wd:Q380519
dbr:Louisiana	wd:Q1588
dbr:William_Pratt__u0028_rugby_league_u0029_	wd:Q8017054
dbr:Steve_Vick	wd:Q7614202
dbr:HMCS_Sea_Cliff__u0028_K344_u0029_	wd:Q17017408
dbr:Deepest_Shame	wd:Q5250619
dbr:National_Alliance__u0028_Italy_u0029_	wd:Q662849
dbr:The_Actress__u0028_1928_film_u0029_	wd:Q2559129
dbr:The_Blair_Years	wd:Q7718535
dbr:Incurso	wd:Q6015554
dbr:United_States_Virgin_Islands	wd:Q11703
dbr:Arena__u0028_2011_film_u0029_	wd:Q641237
dbr:Filip_Windlert	wd:Q16225696
dbr:Ousmane_Sidib_u00E9_	wd:Q7111358
dbr:The_Martian__u0028_film_u0029_	wd:Q18547944
dbr:David_C_u002E__Chapman	wd:Q5231999
dbr:The_Mary_Tyler_Moore_Show	wd:Q615944
dbr:Gramps_Is_in_the_Resistance	wd:Q3362959
dbr:The_Apple__u0028_Star_Trek_u003A__The_Original_Series_u0029_	wd:Q3488828
dbr:Stade_Jean_Dauger	wd:Q1460236
dbr:Virginia_Spencer_Carr	wd:Q2527801
dbr:Tulane_University_Law_School	wd:Q14691855
dbr:Leigh_Richmond_Roose	wd:Q3830019
dbr:Chad	wd:Q657
dbr:Children_of_the_Dust__u0028_miniseries_u0029_	wd:Q5098534
dbr:Rogues_u0027__Regiment	wd:Q3822791
dbr:Stefan_Lassen	wd:Q984497
dbr:Siddeeq_Shabazz	wd:Q7508058
dbr:Together_Alone	wd:Q7813100
dbr:Ashington	wd:Q202348
dbr:Spy_for_Germany	wd:Q19309311
dbr:Please_Sir_u0021___u0028_film_u0029_	wd:Q7204243
dbr:Nottz	wd:Q3110109
dbr:Tom_Hardy	wd:Q208026
dbr:Dime_Si_Te_Vas_Con__u00C9_l	wd:Q5277217
dbr:Winners_of_the_West__u0028_1940_serial_u0029_	wd:Q8025627
dbr:The_Eddy_Duchin_Story	wd:Q1499694
dbr:Sister_Act	wd:Q776302
dbr:Come_with_Me__u0028_Puff_Daddy_song_u0029_	wd:Q5151370
dbr:Under_Cover__u0028_Joe_Lynn_Turner_album_u0029_	wd:Q7883084
dbr:George_Hamilton__u0028_actor_u0029_	wd:Q359416
dbr:People_Will_Talk	wd:Q931157
dbr:NHK	wd:Q212128
dbr:Williams_College	wd:Q49166
dbr:Carter_Burwell	wd:Q374754
dbr:The_Critic	wd:Q430369
dbr:Est_u00E1_dio_Juscelino_Kubitschek_de_Oliveira	wd:Q5402071
dbr:Wesley_Burrowes	wd:Q7983859
dbr:_u00D6_rebro_HK	wd:Q297691
dbr:Echo__u0026__the_Bunnymen	wd:Q925641
dbr:Harold_Pinter	wd:Q41042
dbr:The_Green_Room__u0028_film_u0029_	wd:Q1171341
dbr:Vagrant_Records	wd:Q669127
dbr:Ciego_de__u00C1_vila_Province	wd:Q220692
dbr:Red_Barber	wd:Q3422661
dbr:Isabella_Karle	wd:Q512459
dbr:Dirty_Desire	wd:Q3709196
dbr:Helmut_K_u00E4_utner	wd:Q69171
dbr:Cheer_Down	wd:Q4036077
dbr:In_High_Places__u0028_1943_film_u0029_	wd:Q3927237
dbr:One_of_Us__u0028_Yes_u002C__Prime_Minister_u0029_	wd:Q7093553
dbr:The_Soloist	wd:Q1196958
dbr:Bela_Lugosi	wd:Q34529
dbr:The_Hatchet__u0028_novel_u0029_	wd:Q1439597
dbr:Dishonored_Lady	wd:Q129049
dbr:Anthropologist	wd:Q4773904
dbr:East_Easy_Rider	wd:Q5328268
dbr:Ayer__u0028_Gloria_Estefan_song_u0029_	wd:Q4831157
dbr:Somewhere_u002C__My_Love	wd:Q7560329
dbr:Tammy_and_the_Bachelor	wd:Q4353019
dbr:Serge_Grouard	wd:Q3479338
dbr:Me_and_Juliet	wd:Q16386936
dbr:Reds__u0028_film_u0029_	wd:Q597239
dbr:Timepiece__u0028_album_u0029_	wd:Q7806494
dbr:African_Americans	wd:Q49085
dbr:You_Wouldn_u0027_t_Know_Love	wd:Q8057642
dbr:James_W_u002E__Merritt	wd:Q6144853
dbr:If_My_Heart_Had_Wings__u0028_visual_novel_u0029_	wd:Q10928187
dbr:Val_Kilmer	wd:Q191084
dbr:Dumbarton_F_u002E_C_u002E_	wd:Q1059399
dbr:Bob_Barr	wd:Q540544
dbr:The_Mating_of_Millie	wd:Q3822176
dbr:Out_of_Sight	wd:Q571183
dbr:The_Human_League	wd:Q730158
dbr:Louis_II_u002C__Count_of_Flanders	wd:Q469648
dbr:John_C_u002E__McGinley	wd:Q316032
dbr:University_of_Tehran	wd:Q737835
dbr:U__u0028_Super_Junior_song_u0029_	wd:Q486806
dbr:Fredrik_Modin	wd:Q605511
dbr:Thalaimuraigal	wd:Q16254697
dbr:Flirtation_Walk	wd:Q949642
dbr:Qatar	wd:Q846
dbr:The_Stars__u0028_Are_Out_Tonight_u0029_	wd:Q5410478
dbr:Rocketship_X_u002D_M	wd:Q1757751
dbr:28_Weeks_Later	wd:Q221102
dbr:The_Bandit__u0028_album_u0029_	wd:Q7715522
dbr:Adrianne_Palicki	wd:Q262278
dbr:HC_Lugano	wd:Q688754
dbr:Communist_Party_of_the_Russian_Federation	wd:Q192187
dbr:Wide_Awake_in_America	wd:Q662245
dbr:Pride_of_the_Bowery	wd:Q7242838
dbr:Mera_Me_Ti_Mera	wd:Q1950142
dbr:Jennifer_Jones	wd:Q189895
dbr:Bryan_Hall__u0028_gridiron_football_u0029_	wd:Q3696455
dbr:Paula_Heimann	wd:Q96302
dbr:Impossible_Mission	wd:Q457957
dbr:Take_the_Money_and_Run	wd:Q1146315
dbr:Jackie_Shroff	wd:Q560178
dbr:No_Distance_Left_to_Run	wd:Q3342390
dbr:Life_u002C__Love_and_Leaving	wd:Q6544565
dbr:Fred_Lowrey	wd:Q3086887
dbr:I_u002E_R_u002E_S_u002E__Records	wd:Q2265719
dbr:Isabelle_Huppert	wd:Q106365
dbr:Niger	wd:Q1032
dbr:Art_Czars	wd:Q4796762
dbr:The_Lathe_of_Heaven__u0028_film_u0029_	wd:Q7746339
dbr:Trevor_Rabin	wd:Q364881
dbr:David_Chase	wd:Q381982
dbr:VH1_Storytellers	wd:Q2351574
dbr:Ginger_Rogers	wd:Q95089
dbr:In_the_Pocket__u0028_James_Taylor_album_u0029_	wd:Q9237041
dbr:Black_Narcissus	wd:Q252529
dbr:Turbo_u002D_Charged_Prelude	wd:Q2892281
dbr:Mus_u00E9_e_National_d_u0027_Art_Moderne	wd:Q1895953
dbr:Yaadon_Ki_Baaraat	wd:Q3292224
dbr:Akkineni_Nageswara_Rao	wd:Q278980
dbr:Eagle_u002D_Lion_Films	wd:Q3046330
dbr:Earnest_Byner	wd:Q3297577
dbr:The_Job__u0028_2003_film_u0029_	wd:Q2412234
dbr:Spanglish__u0028_film_u0029_	wd:Q1367647
dbr:Parigi_o_cara	wd:Q3895938
dbr:Death_Row_Records	wd:Q847018
dbr:Many_Rivers_to_Cross__u0028_film_u0029_	wd:Q1304933
dbr:Peter_Richardson__u0028_English_director_u0029_	wd:Q3376846
dbr:Nutan	wd:Q146444
dbr:Biography	wd:Q36279
dbr:Shaan__u0028_film_u0029_	wd:Q7459924
dbr:OK_Go	wd:Q736107
dbr:The_Doors__u0028_film_u0029_	wd:Q937087
dbr:Michael_Curtiz	wd:Q51491
dbr:The_300_Spartans	wd:Q280582
dbr:Coimbatore	wd:Q9885
dbr:Les_Bons_Vivants	wd:Q1980797
dbr:American_Salute	wd:Q4744870
dbr:Charles_P_u002E__Snyder	wd:Q1065710
dbr:The_Chill_of_an_Early_Fall	wd:Q7722515
dbr:PlayStation_Vita	wd:Q188808
dbr:Passage__u0028_2009_film_u0029_	wd:Q2055761
dbr:Jim_Dobson__u0028_ice_hockey_u0029_	wd:Q1100785
dbr:Flying_Tigers__u0028_film_u0029_	wd:Q3028045
dbr:Ray_June	wd:Q2133917
dbr:Michael_Powell	wd:Q55234
dbr:Johannes_Brand	wd:Q1390594
dbr:Albuquerque__u0028_film_u0029_	wd:Q3208258
dbr:Brighton	wd:Q131491
dbr:Pasadena__u0028_TV_series_u0029_	wd:Q2669902
dbr:Boris_Alexandrov	wd:Q893800
dbr:Week_u002D_End_at_the_Waldorf	wd:Q2656400
dbr:Summit_Meeting	wd:Q7637838
dbr:Nirai_Kudam	wd:Q18128750
dbr:Jordan_Galland	wd:Q337578
dbr:Xevious	wd:Q1327963
dbr:La_Vie_en_rose__u0028_film_u0029_	wd:Q236217
dbr:Trumaine_Sykes	wd:Q7847684
dbr:Haarlem	wd:Q9920
dbr:Very_Beauty	wd:Q2233492
dbr:This_Is_Our_Music__u0028_Galaxie_500_album_u0029_	wd:Q541268
dbr:Ingolf_Gabold	wd:Q6032938
dbr:Iphigenia_in_Tauris	wd:Q523227
dbr:Train__u0028_3_Doors_Down_song_u0029_	wd:Q7832850
dbr:William_I_u002E__Mott	wd:Q8012767
dbr:Bagmati_Zone	wd:Q9046
dbr:Dhongee	wd:Q5269734
dbr:Nicolas_Sarkozy_Voodoo_Manual	wd:Q3340776
dbr:The_Bees__u0028_film_u0029_	wd:Q7716296
dbr:Wibault	wd:Q3488043
dbr:H_u002E__B_u002E__Halicki	wd:Q2070938
dbr:Zachary_Gordon	wd:Q139611
dbr:Homs_Governorate	wd:Q214094
dbr:D_u002D_Day_the_Sixth_of_June	wd:Q244872
dbr:Pirates_of_Black_Cove	wd:Q13582278
dbr:Rubus_flagellaris	wd:Q7376207
dbr:Kalix_Municipality	wd:Q117091
dbr:Peruvannapurathe_Visheshangal	wd:Q7171129
dbr:William_T_u002E__H_u002E__Brooks	wd:Q8019073
dbr:Stroker_Ace	wd:Q655487
dbr:Debra_Paget	wd:Q239854
dbr:Marguerite_Roberts	wd:Q1285817
dbr:And_Now_u002E__u002E__u002E__Ladies_and_Gentlemen	wd:Q489564
dbr:Kotigobba	wd:Q15717664
dbr:George_William_Johnson__u0028_congressman_u0029_	wd:Q1508619
dbr:Daydream__u0028_Mariah_Carey_album_u0029_	wd:Q835788
dbr:The__u0025_22Human_u0025_22_Factor__u0028_1975_film_u0029_	wd:Q2329726
dbr:D3_u003A__The_Mighty_Ducks	wd:Q610421
dbr:Gangs_of_New_York	wd:Q154581
dbr:Bruce_Beresford	wd:Q449220
dbr:Trisha__u0028_actress_u0029_	wd:Q2748513
dbr:Backfire__u0028_1950_film_u0029_	wd:Q1969572
dbr:Just_the_Way_I_u0027_m_Feeling	wd:Q6316749
dbr:Don_Beddoe	wd:Q168355
dbr:Suzanne_Todd	wd:Q7650980
dbr:Can_u0027_t_Go_for_That	wd:Q5028905
dbr:Big_Jumps	wd:Q4905917
dbr:Walk_Hard_u003A__The_Dewey_Cox_Story	wd:Q2060077
dbr:Butch_and_Sundance_u003A__The_Early_Days	wd:Q3795597
dbr:Faqer_Khadariyan	wd:Q5706779
dbr:She_u0027_s_Funny_That_Way	wd:Q14526650
dbr:Enfleurage__u0028_album_u0029_	wd:Q735886
dbr:Full_Force_Gale	wd:Q289191
dbr:The_Lighthouse__u0028_James_novel_u0029_	wd:Q3225575
dbr:The_Show_u002D_Off	wd:Q7764001
dbr:Hometown_Glory	wd:Q608671
dbr:The_Loves_of_Edgar_Allan_Poe	wd:Q3988126
dbr:Vijayakumar__u0028_actor_u0029_	wd:Q3536800
dbr:Larry_David	wd:Q23728
dbr:Prasad_Murella	wd:Q7238441
dbr:St_Helens_RFC	wd:Q1134319
dbr:St_u002E__Joseph_u002C__Missouri	wd:Q745120
dbr:Passengers__u0028_Gary_Burton_album_u0029_	wd:Q7142605
dbr:Victor_Entertainment	wd:Q1202628
dbr:Southland_Tales	wd:Q1476272
dbr:Second_Thoughts__u0028_The_Outer_Limits_u0029_	wd:Q7443596
dbr:Reinhold_Sch_u00FC_nzel	wd:Q28998
dbr:Lies_of_Love	wd:Q3818553
dbr:Les_Parias_de_la_gloire	wd:Q3234459
dbr:Easy_to_Wed	wd:Q3577319
dbr:Friedrich_Kaulbach	wd:Q447981
dbr:M_u00E9_lanie_Laurent	wd:Q234581
dbr:Empire_Earth_III	wd:Q907374
dbr:Busy_Buddies__u0028_film_u0029_	wd:Q5002243
dbr:Brian_Rolston	wd:Q595728
dbr:Unholy__u0028_2007_film_u0029_	wd:Q7884589
dbr:Aqua_Teen_Hunger_Force_Colon_Movie_Film_for_Theaters	wd:Q3234068
dbr:Pictures_of_Lily	wd:Q2488708
dbr:John_Parkhurst	wd:Q1701327
dbr:Mirchi__u0028_film_u0029_	wd:Q3986296
dbr:Falling_Down__u0028_Duran_Duran_song_u0029_	wd:Q2401543
dbr:Andy_Warhol	wd:Q5603
dbr:KK_Crvena_zvezda	wd:Q1132627
dbr:Madeira	wd:Q26253
dbr:The_Last_Time_I_Committed_Suicide	wd:Q1508993
dbr:Meine_Zeit	wd:Q6810153
dbr:Abu_u0027_l_u002D_Aswar_Shavur_ibn_Fadl	wd:Q4670023
dbr:The_Arsenal_Stadium_Mystery	wd:Q1502271
dbr:Lady_and_the_Tramp_II_u003A__Scamp_u0027_s_Adventure	wd:Q244434
dbr:Galactic_Attack	wd:Q18907822
dbr:Simon_Booth	wd:Q16204765
dbr:Mike_Oldfield	wd:Q3008
dbr:The_Sorcerer_u0027_s_Apprentice__u0028_Alfred_Hitchcock_Presents_u0029_	wd:Q7765319
dbr:Mako_Iwamatsu	wd:Q318885
dbr:A_Sound_of_Thunder__u0028_film_u0029_	wd:Q300566
dbr:S_u002E_S_u002E_D_u002E__Citt_u00E0__di_Messina	wd:Q3391284
dbr:Cash__u0028_2007_film_u0029_	wd:Q3661743
dbr:Summertime__u0028_Kenny_Chesney_song_u0029_	wd:Q7637687
dbr:Running_Scared__u0028_1986_film_u0029_	wd:Q1221378
dbr:The_Story_of_Vernon_and_Irene_Castle	wd:Q2095063
dbr:Kentucky_Pride	wd:Q2185567
dbr:Alex_Rocco	wd:Q975161
dbr:Renegade__u0028_video_game_u0029_	wd:Q88947
dbr:The_Jeff_Foxworthy_Show	wd:Q3987745
dbr:Badri__u0028_2001_film_u0029_	wd:Q4841125
dbr:Francis_Peyton_Rous	wd:Q298707
dbr:Underworld_U_u002E_S_u002E_A_u002E_	wd:Q3230961
dbr:Raghuvaran	wd:Q3519495
dbr:The_Sawmill	wd:Q3522608
dbr:Bhool_Bhulaiyaa	wd:Q3764588
dbr:Choreutis	wd:Q5105021
dbr:Clapham_South_tube_station	wd:Q1095083
dbr:Loews_Cineplex_Entertainment	wd:Q738883
dbr:Didi_Perego	wd:Q3707022
dbr:The_Origin_of_Love	wd:Q620670
dbr:Where_the_Green_Ants_Dream	wd:Q2265591
dbr:What_Happened_to_Monday_u0025_3F	wd:Q20814900
dbr:Slouching_Toward_Bethlehem__u0028_Angel_u0029_	wd:Q3306058
dbr:The_Ladd_Company	wd:Q951774
dbr:The_Unknown_Terror	wd:Q7771647
dbr:Christopher_Lloyd	wd:Q109324
dbr:Las_Vegas	wd:Q23768
dbr:Georgi_Staykov	wd:Q1987147
dbr:Golden_State_Warriors	wd:Q157376
dbr:Para_Siempre__u0028_song_u0029_	wd:Q7133657
dbr:Thomas_B_u002E__Costain	wd:Q4235282
dbr:Three_Sisters__u0028_1970_Olivier_film_u0029_	wd:Q17062618
dbr:Mercury_Lynx	wd:Q1457032
dbr:Scooby_u002D_Doo_u002C__Where_Are_You_u0021_	wd:Q936279
dbr:Triple_Tap	wd:Q2152960
dbr:Farewell__u0028_2009_film_u0029_	wd:Q3110266
dbr:Bella_Donna__u0028_1923_film_u0029_	wd:Q3637708
dbr:The_Emissary__u0028_TV_series_u0029_	wd:Q7731901
dbr:Georges_Fr_u00EA_che	wd:Q574342
dbr:Don_Carmody	wd:Q1239033
dbr:Mary_u002C__Queen_of_Scots__u0028_1971_film_u0029_	wd:Q1856597
dbr:Eternally_Yours__u0028_film_u0029_	wd:Q3032438
dbr:What_We_u0027_re_All_About	wd:Q2274289
dbr:Cadet_Kelly	wd:Q921922
dbr:Andrei_Sakharov	wd:Q997
dbr:The_Family_Man	wd:Q428551
dbr:Concord_u002C__New_Hampshire	wd:Q28249
dbr:Charles_Scribner_u0027_s_Sons	wd:Q845617
dbr:Nick_Bakay	wd:Q584438
dbr:Johann_Jakob_Schmauss	wd:Q1694930
dbr:Italians	wd:Q50001
dbr:Jeff_Mills	wd:Q506851
dbr:Christopher_Young	wd:Q504078
dbr:Richard_Shepherd_Software	wd:Q7329009
dbr:Pureness	wd:Q3053895
dbr:Parthan_Kanda_Paralokam	wd:Q7140216
dbr:Othella_Harrington	wd:Q3887091
dbr:Make_Way_for_Tomorrow	wd:Q2607713
dbr:A_Woman_Named_Jackie	wd:Q3602850
dbr:Dr_u002E__Dre	wd:Q6078
dbr:Alan_Shapley	wd:Q4707747
dbr:Kelly_O_u0027_Dwyer	wd:Q6386229
dbr:Will_Hudson	wd:Q8002883
dbr:Tokushima_Prefecture	wd:Q160734
dbr:Lloyd_Kaufman	wd:Q183347
dbr:Dean_Koontz	wd:Q272076
dbr:Classic_Albums_u003A__Pink_Floyd__u2013__The_Making_of_The_Dark_Side_of_the_Moon	wd:Q2717248
dbr:Karisma_Kapoor	wd:Q464578
dbr:Feudin_u0027__Fools	wd:Q5446031
dbr:Romby_Bryant	wd:Q7362940
dbr:Todd_Ewen	wd:Q355559
dbr:Romanian_Communist_Party	wd:Q256121
dbr:The_Dream_of_the_Celt	wd:Q537333
dbr:Steve_Aoki	wd:Q459955
dbr:NCIS__u0028_TV_series_u0029_	wd:Q4525
dbr:Ankhhaf	wd:Q387014
dbr:Seven_Seas_of_Rhye	wd:Q840724
dbr:A_Better_Tomorrow_2	wd:Q787091
dbr:Cycle_of_Nemesis	wd:Q5198163
dbr:US_Monastir	wd:Q2145744
dbr:Central_Reservation__u0028_song_u0029_	wd:Q5061770
dbr:Scarecrow__u0028_1973_film_u0029_	wd:Q1344329
dbr:Florian__u0028_film_u0029_	wd:Q5460987
dbr:The_Yankee_Clipper__u0028_film_u0029_	wd:Q7776497
dbr:Nazi_Agent	wd:Q6983388
dbr:Farz_Aur_Kanoon	wd:Q5436569
dbr:Sarath_Babu	wd:Q3595531
dbr:Canal__u0026__River_Trust	wd:Q5030960
dbr:Pope_John_Paul_II__u0028_film_u0029_	wd:Q7229186
dbr:Luke_Goss	wd:Q911462
dbr:Ronnie_Aldrich	wd:Q1644783
dbr:Larestan_County	wd:Q1264566
dbr:Backtrack__u0028_novel_u0029_	wd:Q4839785
dbr:Hermann_Bracher	wd:Q5740544
dbr:I_Take_This_Woman__u0028_1940_film_u0029_	wd:Q2481958
dbr:Business_magnate	wd:Q911554
dbr:The_Cure	wd:Q484427
dbr:The_Night_Before__u0028_2015_film_u0029_	wd:Q18155444
dbr:Ladro_lui_u002C__ladra_lei	wd:Q3825438
dbr:That_u0027_s_Dancing_u0021_	wd:Q7710886
dbr:Autumn_Mood	wd:Q4827167
dbr:Gigolettes	wd:Q5560349
dbr:Hattrick__u0028_film_u0029_	wd:Q5682210
dbr:Sergei_Gimayev__u0028_ice_hockey_u002C__born_1984_u0029_	wd:Q2272802
dbr:Edmund_Husserl	wd:Q58586
dbr:Princess_Charlotte_of_Saxe_u002D_Meiningen	wd:Q63603
dbr:Master_of_Play	wd:Q6785226
dbr:Fulvio_Lucisano	wd:Q1473871
dbr:Charo_Santos_u002D_Concio	wd:Q5880927
dbr:Tony_Gonzalez__u0028_American_football_u0029_	wd:Q729462
dbr:Aagadu	wd:Q16057846
dbr:Wake_Up_and_Dream__u0028_film_u0029_	wd:Q7960988
dbr:Idle_Hands	wd:Q1213829
dbr:Danny_Arnold__u0028_rugby_league_u0029_	wd:Q5220105
dbr:A_Difficult_Life	wd:Q1169559
dbr:Notes_on_a_Scandal__u0028_film_u0029_	wd:Q756849
dbr:Tall_u002C__Dark_and_Handsome	wd:Q15850059
dbr:Robin_Rand	wd:Q15867673
dbr:Georges_Pompidou	wd:Q2185
dbr:Rank_Organisation	wd:Q1535788
dbr:Craig_Thomas__u0028_author_u0029_	wd:Q979098
dbr:Kay_Scarpetta	wd:Q854177
dbr:Underworld_u003A__Awakening	wd:Q680989
dbr:The_Blue_Dahlia	wd:Q1217953
dbr:Danton_Cole	wd:Q1165062
dbr:Muscle_March	wd:Q11340490
dbr:Volcano_Entertainment	wd:Q127289
dbr:Lights__u0028_musician_u0029_	wd:Q242437
dbr:Sergio_Barila	wd:Q4118258
dbr:Tarkan__u0028_singer_u0029_	wd:Q485771
dbr:Tombstone__u0028_film_u0029_	wd:Q1420651
dbr:Sherman_u0027_s_Way	wd:Q7495106
dbr:In_Your_Arms__u0028_Love_song_from_Neighbours_u0029_	wd:Q6011112
dbr:Charterhouse_School	wd:Q1067870
dbr:Mademoiselle_ma_m_u00E8_re	wd:Q3275973
dbr:Sexy_Bitch	wd:Q688209
dbr:Agrypnus	wd:Q1307419
dbr:Johnson__u0028_composer_u0029_	wd:Q3523016
dbr:Kamen_Rider_555	wd:Q1150933
dbr:Leukemia	wd:Q29496
dbr:Prefecture_u002D_level_city	wd:Q748149
dbr:Gordon_Ritchie	wd:Q5585740
dbr:Swim__u0028_EP_u0029_	wd:Q2231298
dbr:Spring_Love__u0028_Come_Back_to_Me_u0029_	wd:Q10373946
dbr:The_Ride__u0028_The_Sopranos_u0029_	wd:Q7760702
dbr:Wellington	wd:Q23661
dbr:The_Side_Show_of_Life	wd:Q7764098
dbr:Susan_H_u002E__Black	wd:Q7647906
dbr:In_a_Big_Country	wd:Q6011291
dbr:Talk_Radio__u0028_film_u0029_	wd:Q2297385
dbr:Carly_Simon	wd:Q181683
dbr:Atlantic_Ocean	wd:Q97
dbr:The_Sitter_Downers	wd:Q7764547
dbr:Viktor_Tikhonov__u0028_ice_hockey_u002C__born_1988_u0029_	wd:Q247265
dbr:The_Stone_Killer	wd:Q3220959
dbr:Turandot_u002C__Princess_of_China	wd:Q21869941
dbr:Charlotte_Sometimes__u0028_song_u0029_	wd:Q1910089
dbr:Forty_Guns	wd:Q984164
dbr:Turning_Tables	wd:Q1651777
dbr:The_Crystal_Ball__u0028_film_u0029_	wd:Q3206794
dbr:Alan_Blumlein	wd:Q724082
dbr:William_Healey_Dall	wd:Q777148
dbr:Lo_chiameremo_Andrea	wd:Q387468
dbr:X_u002D_Kid	wd:Q5152283
dbr:Young_Billy_Young	wd:Q3282657
dbr:Govan	wd:Q1414040
dbr:Safari__u0028_1956_film_u0029_	wd:Q3461246
dbr:On_the_Run__u0028_1982_film_u0029_	wd:Q12126741
dbr:Krishnagudiyil_Oru_Pranayakalathu	wd:Q6437523
dbr:Bon_Jovi	wd:Q259254
dbr:Aftermath_Entertainment	wd:Q389284
dbr:Roy_Thomas_Baker	wd:Q556032
dbr:Tommy_Wilson__u0028_footballer_u002C__born_1961_u0029_	wd:Q7820015
dbr:William_Forsythe__u0028_actor_u0029_	wd:Q350255
dbr:True_Colors__u0028_Zedd_album_u0029_	wd:Q19816324
dbr:Trey_Wilson	wd:Q2529777
dbr:Coco__u0028_2009_film_u0029_	wd:Q2981321
dbr:Josef_Straka__u0028_ice_hockey_u0029_	wd:Q59953
dbr:Melinda_and_Melinda	wd:Q1354121
dbr:Ghar_Sansar	wd:Q5555671
dbr:Lying__u0028_Amy_Meredith_song_u0029_	wd:Q6707824
dbr:Toni__u0028_1935_film_u0029_	wd:Q639795
dbr:Tempest__u0028_1928_film_u0029_	wd:Q125925
dbr:Don_Quixote__u0028_unfinished_film_u0029_	wd:Q3035888
dbr:Britney_Spears	wd:Q11975
dbr:Varna	wd:Q6506
dbr:James_Francis_Doyle	wd:Q6134155
dbr:The_Other_Side_of_Life__u0028_song_u0029_	wd:Q7755562
dbr:University_of_Notre_Dame	wd:Q178848
dbr:FIFA_97	wd:Q427337
dbr:Get_Out_Your_Handkerchiefs	wd:Q1451544
dbr:Thodi_Kodallu	wd:Q7786618
dbr:David_Aebischer	wd:Q664921
dbr:Variety__u0028_1925_film_u0029_	wd:Q554984
dbr:Asmaan_Se_Ooncha	wd:Q4807391
dbr:Nottinghamshire	wd:Q23092
dbr:Ari_Folman	wd:Q653645
